wavelength, flux, error 
498.1,0.7,0.035
498.2,0.49,0.025
498.3,0.595,0.03
498.4,0.614,0.031
498.5,0.733,0.037
498.6,0.673,0.034
498.7,0.881,0.044
498.8,0.789,0.039
498.9,0.771,0.039
499,0.815,0.041
499.1,0.662,0.033
499.2,0.838,0.042
499.3,0.79,0.039
499.4,0.48,0.024
499.5,0.774,0.039
499.6,0.833,0.042
499.7,0.794,0.04
499.8,0.82,0.041
499.9,0.733,0.037
