Star ID,V (mag),B-V color (mag),Parallax (milliarcsec),Parallax Uncertainty (milliarcsec)
2077.00,4.88,1.06,32.0,110.0
2078.00,9.62,1.40,64.3,31.0
2078.00,9.70,1.41,64.3,31.0
2079.00,3.84,0.71,29.0,149.0
2080.00,4.66,0.02,12.6,98.0
2080.10,11.90,0.25,112.7,97.0
2082.00,8.58,0.94,38.3,42.0
2083.00,8.12,0.90,48.2,150.0
2084.00,5.20,0.01,4.8,137.0
2085.00,4.62,0.84,6.0,73.0
2086.00,3.94,1.08,22.5,67.0
2087.00,8.74,0.97,18.5,95.0
2088.00,6.13,0.94,7.3,128.0
2089.00,6.56,0.93,95.6,97.0
2091.00,4.02,1.01,20.2,50.0
2092.00,4.07,0.87,48.6,161.0
2094.00,7.21,0.74,45.9,178.0
2095.00,6.56,0.55,32.5,150.0
2096.00,3.38,0.68,22.4,52.0
2097.00,4.32,0.90,10.8,81.0
2098.00,1.96,0.04,49.8,94.0
2098.00,2.02,0.04,49.8,94.0
2100.00,5.29,0.04,19.2,63.0
2101.00,3.91,0.00,0.4,137.0
2103.01,9.28,1.34,57.9,43.0
2104.00,10.42,1.28,26.3,95.0
2105.00,4.36,-0.04,12.5,61.0
2106.00,6.36,0.58,27.5,150.0
2106.01,14.71,1.70,35.4,38.0
2107.00,11.32,0.74,9.1,53.0
2108.00,5.15,0.98,16.6,84.0
2108.01,9.77,1.36,58.9,114.0
2109.00,9.17,0.74,31.1,106.0
2110.00,10.17,0.63,20.4,150.0
2111.00,5.21,0.87,26.7,161.0
2112.00,5.48,0.06,34.3,149.0
2113.00,8.05,1.39,89.5,35.0
2113.00,8.70,1.39,89.5,35.0
2113.01,11.54,1.48,62.7,36.0
2114.00,4.01,1.27,18.4,75.0
2115.00,4.93,0.05,10.4,117.0
2116.00,6.23,1.62,0.2,126.0
2117.00,5.95,0.87,76.8,24.0
2118.00,6.57,0.64,16.8,111.0
2118.10,9.31,1.13,41.1,150.0
2119.00,8.66,0.70,10.0,84.0
2123.00,9.13,0.76,14.6,163.0
2124.00,9.60,0.46,11.2,118.0
2125.00,8.42,1.12,10.8,208.0
2126.00,6.72,0.67,20.5,51.0
2126.00,6.72,0.67,20.5,51.0
2128.00,12.52,1.61,61.8,67.0
2129.00,5.35,0.42,29.1,161.0
2129.20,10.06,1.12,37.3,150.0
2130.00,6.00,0.67,57.4,15.0
2130.01,14.32,1.70,72.6,34.0
2132.00,9.99,1.38,45.0,42.0
2134.00,3.11,1.00,30.4,84.0
2137.00,8.65,1.00,65.3,150.0
2140.00,5.45,0.12,10.6,84.0
2140.10,8.44,0.65,17.4,150.0
2141.00,4.89,0.11,34.8,149.0
2141.10,10.60,1.53,64.4,39.0
2143.00,3.14,0.19,71.2,80.0
2144.00,6.85,0.62,27.6,127.0
2144.01,14.81,1.66,33.2,46.0
2144.03,14.06,1.84,191.2,25.0
2145.00,8.00,0.76,38.5,150.0
2146.00,9.26,1.11,38.7,66.0
2147.00,4.25,0.14,22.0,72.0
2147.01,15.18,0.01,48.8,34.0
2148.00,4.76,1.53,10.8,66.0
2149.01,13.32,1.72,96.9,27.0
2149.10,10.38,1.28,17.3,150.0
2149.11,14.12,1.70,50.7,33.0
2150.00,5.86,0.53,28.7,77.0
2151.00,9.67,0.48,12.2,105.0
2152.00,10.67,0.41,20.0,117.0
2153.00,3.97,0.44,66.1,65.0
2154.00,9.36,0.80,37.3,150.0
2154.10,12.34,1.45,42.0,44.0
2155.00,5.18,0.25,10.9,127.0
2156.00,8.71,1.30,52.3,56.0
2156.01,11.92,1.54,38.5,92.0
2157.00,7.54,1.15,15.3,86.0
2158.00,12.33,1.46,72.5,163.0
2161.00,4.45,0.65,28.3,137.0
2162.00,3.60,0.00,11.1,57.0
2162.10,5.45,-0.04,2.9,84.0
2163.00,5.16,0.42,52.7,92.0
2165.00,7.28,0.51,26.3,150.0
2166.00,10.59,1.25,21.4,151.0
2167.00,5.14,1.51,10.6,87.0
2167.01,14.77,1.65,26.8,50.0
2168.00,10.17,1.26,48.6,91.0
2169.00,4.56,1.04,19.8,72.0
2170.00,4.97,1.22,10.2,75.0
2171.00,3.75,1.20,18.3,137.0
2172.00,4.00,0.14,49.4,161.0
2173.10,7.44,0.58,9.9,150.0
2174.00,4.80,0.49,49.6,52.0
2174.00,4.84,0.49,49.6,52.0
2175.01,9.51,1.42,74.3,45.0
2177.01,5.24,-0.11,26.4,70.0
2177.02,17.46,1.79,39.1,64.0
2178.00,5.98,0.66,35.3,20.0
2180.00,8.24,0.67,12.6,78.0
2180.10,7.31,0.66,17.3,150.0
2180.11,10.70,1.14,13.5,120.0
2180.12,14.53,1.82,45.7,34.0
2181.00,10.26,1.24,29.8,120.0
2182.01,9.93,1.41,42.2,40.0
2183.00,4.58,1.59,11.5,199.0
2184.00,7.32,0.61,38.1,86.0
2184.10,7.15,0.61,39.2,150.0
2186.00,6.77,0.57,43.3,150.0
2187.00,2.21,1.66,20.1,101.0
2187.02,10.94,1.44,47.2,120.0
2188.00,4.48,0.61,21.7,149.0
2190.00,5.96,0.18,22.2,107.0
2190.10,10.52,1.10,28.0,150.0
2190.11,12.29,1.56,35.9,97.0
2191.00,10.12,1.38,42.8,44.0
2191.00,10.67,1.38,42.8,44.0
2192.00,5.13,0.58,44.8,82.0
2193.00,6.51,0.73,47.7,51.0
2197.00,9.78,0.78,45.7,106.0
2198.00,7.61,1.39,162.8,29.0
2199.00,10.47,1.08,27.0,163.0
2199.01,9.00,0.68,32.2,81.0
2199.02,13.85,0.34,97.3,19.0
2199.03,4.83,0.19,40.7,111.0
2200.00,3.88,-0.06,24.3,76.0
2200.10,8.04,1.02,45.8,47.0
2200.20,8.03,0.57,28.4,150.0
2200.21,15.37,0.21,34.6,40.0
2200.22,15.11,1.85,64.4,40.0
2203.20,5.25,-0.14,9.4,150.0
2204.00,7.05,0.29,31.5,193.0
2205.00,5.27,0.99,12.2,137.0
2207.00,6.71,0.41,39.3,161.0
2208.00,5.24,1.17,11.4,61.0
2209.00,4.94,1.11,24.8,137.0
2210.00,4.62,0.45,62.4,149.0
2211.00,7.74,0.74,25.9,63.0
2212.00,7.21,0.98,57.5,42.0
2212.00,7.86,1.00,57.5,42.0
2213.00,1.68,0.00,22.8,77.0
2214.00,3.82,0.06,38.8,96.0
2215.00,5.12,1.67,15.3,161.0
2216.00,5.33,1.17,24.5,149.0
2216.01,14.50,1.70,49.4,27.0
2217.00,6.64,0.47,26.2,100.0
2219.00,4.34,1.63,23.3,161.0
2220.00,6.13,0.42,36.6,98.0
2221.00,9.30,1.23,58.1,84.0
2222.00,8.16,0.87,50.0,150.0
2222.01,15.60,1.86,47.8,46.0
2222.10,2.25,0.18,15.3,149.0
2223.00,3.13,1.55,22.0,89.0
2224.00,4.79,0.93,21.1,149.0
2226.00,9.54,1.18,29.4,113.0
2228.00,4.80,0.93,21.1,97.0
2228.01,13.33,1.60,60.8,41.0
2228.02,9.09,1.16,49.3,169.0
2229.00,5.39,0.42,56.5,149.0
2229.00,6.13,0.42,56.5,149.0
2230.00,7.64,0.99,54.5,77.0
2231.00,9.03,1.19,50.1,83.0
2232.00,4.72,1.63,8.9,161.0
2232.01,15.50,0.17,10.5,42.0
2233.00,8.86,0.80,27.8,101.0
2234.00,4.81,0.94,16.6,110.0
2236.00,4.69,0.92,36.6,137.0
2237.00,2.50,-0.18,12.1,150.0
2238.00,9.52,1.45,107.4,97.0
2240.00,13.43,1.61,60.7,257.0
2241.00,6.29,0.97,15.4,128.0
2242.00,10.10,0.96,18.6,110.0
2243.00,12.66,1.20,16.4,83.0
2243.10,6.26,1.57,0.8,150.0
2247.00,1.98,1.44,21.1,26.0
2248.00,4.69,1.14,28.8,106.0
2250.00,5.38,0.64,36.3,75.0
2250.00,5.80,0.65,36.3,75.0
2251.00,4.29,1.48,15.3,120.0
2252.00,5.41,0.60,21.1,50.0
2253.00,3.67,0.33,39.5,76.0
2253.10,11.14,0.40,6.2,141.0
2253.11,10.52,1.43,9.2,150.0
2254.00,12.10,1.53,60.5,41.0
2255.00,4.60,0.46,58.2,58.0
2255.01,14.76,0.12,22.0,31.0
2256.00,7.20,1.00,82.9,51.0
2257.00,7.06,0.62,2.6,110.0
2258.00,8.12,0.49,15.2,150.0
2259.00,9.86,1.17,32.1,95.0
2259.01,11.03,1.32,19.7,77.0
2260.00,4.51,1.44,3.6,137.0
2260.01,11.71,1.59,99.3,32.0
2261.00,4.56,0.77,40.4,84.0
2262.00,10.19,1.50,65.3,49.0
2263.00,12.18,1.46,49.4,149.0
2264.00,4.31,1.54,19.5,67.0
2265.00,5.47,1.08,34.7,173.0
2266.00,3.17,0.46,68.9,57.0
2267.00,10.81,1.53,106.4,76.0
2267.00,10.06,1.54,106.4,76.0
2267.10,4.97,1.05,14.3,24.0
2268.00,3.60,0.36,64.1,69.0
2268.00,4.12,0.36,64.1,69.0
2268.01,4.57,0.10,13.4,91.0
2269.00,7.01,0.77,53.6,139.0
2270.00,8.65,0.65,29.0,150.0
2271.00,8.53,0.88,22.1,110.0
2272.00,10.10,0.48,21.6,84.0
2273.10,7.82,0.92,56.1,59.0
2273.11,15.91,0.23,31.2,46.0
2275.00,4.50,0.01,23.8,98.0
2276.00,3.13,1.55,33.0,77.0
2277.00,5.35,0.90,22.0,137.0
2278.00,5.01,1.02,50.6,173.0
2280.00,5.41,0.77,90.7,25.0
2281.00,6.36,0.01,4.4,98.0
2281.10,10.92,1.58,107.5,120.0
2282.01,9.44,1.26,11.9,93.0
2283.00,5.00,1.05,17.7,161.0
2285.00,8.41,0.58,21.9,150.0
2286.00,8.84,0.58,18.7,110.0
2286.00,8.84,0.58,18.7,110.0
2287.00,4.68,1.32,9.6,149.0
2288.00,4.35,0.17,17.2,150.0
2289.00,6.99,0.59,19.2,150.0
2290.00,5.50,1.00,17.9,117.0
2291.00,10.57,1.50,81.3,35.0
2291.02,10.51,1.07,4.0,107.0
2292.00,11.22,1.52,90.3,105.0
2293.00,3.91,1.32,23.2,96.0
2294.00,12.50,1.53,65.1,87.0
2295.00,14.20,1.77,79.0,38.0
2296.00,10.50,0.38,8.2,52.0
2297.00,5.62,0.95,18.6,84.0
2298.00,10.40,1.25,82.7,53.0
2299.00,3.52,0.49,31.7,102.0
2299.00,3.52,0.49,31.7,102.0
2299.10,10.72,1.51,96.8,117.0
2301.00,6.24,1.25,12.5,141.0
2302.00,10.60,1.40,65.8,26.0
2303.00,12.35,1.70,18.1,76.0
2303.00,12.35,1.70,18.1,76.0
2304.00,8.12,1.15,51.9,45.0
2305.00,5.32,0.20,29.2,114.0
2306.00,4.94,0.53,83.5,110.0
2306.01,16.49,0.47,34.4,82.0
2307.10,8.26,0.56,30.2,150.0
2307.20,9.30,0.53,10.2,150.0
2307.21,17.33,0.23,21.5,41.0
2308.00,4.79,0.51,51.2,161.0
2308.00,5.45,0.51,51.2,161.0
2310.00,2.98,0.80,6.5,111.0
2312.00,13.30,0.07,29.4,29.0
2313.00,10.11,1.53,110.0,78.0
2314.00,9.45,0.72,21.0,150.0
2315.00,9.68,0.67,21.5,95.0
2315.01,6.45,0.43,10.9,13.0
2315.02,10.97,1.36,41.1,104.0
2316.00,5.09,0.62,73.9,49.0
2317.00,6.02,1.30,8.3,10.0
2318.00,3.69,1.22,24.8,149.0
2321.00,10.91,0.42,0.1,71.0
2323.00,8.31,0.38,15.1,15.0
2323.01,15.20,0.13,43.5,35.0
2325.00,3.80,0.29,38.8,73.0
2327.00,7.63,0.60,16.0,111.0
2328.00,3.01,0.28,25.5,186.0
2329.00,4.59,0.03,0.9,76.0
2330.00,7.93,0.90,44.0,150.0
2333.00,5.32,0.23,38.6,98.0
2334.00,10.05,1.48,73.6,59.0
2334.01,15.20,1.57,30.2,48.0
2335.00,5.45,0.89,17.0,173.0
2336.00,4.12,0.92,19.2,106.0
2336.10,8.88,1.23,39.8,43.0
2337.00,6.02,-0.04,12.1,56.0
2338.00,3.88,1.22,22.7,102.0
2340.00,7.64,1.18,101.5,99.0
2341.01,10.58,1.40,52.7,89.0
2342.00,5.05,0.04,11.0,150.0
2342.01,16.79,1.79,28.8,9.0
2343.00,4.58,1.20,4.0,127.0
2343.01,10.54,1.52,59.7,96.0
2344.00,6.30,0.62,14.2,150.0
2345.00,9.00,1.43,84.2,27.0
2345.10,5.27,0.07,24.0,98.0
2347.00,4.88,1.23,29.3,127.0
2348.00,4.94,1.57,9.7,161.0
2349.00,5.93,0.89,6.8,149.0
2351.00,8.16,0.52,14.3,150.0
2352.00,5.85,1.13,10.5,159.0
2352.10,7.71,0.59,37.9,150.0
2353.00,9.05,0.97,24.6,101.0
2354.00,7.60,0.56,29.4,64.0
2355.00,5.14,0.46,38.7,98.0
2356.00,9.01,0.96,67.5,150.0
2356.01,15.07,0.24,40.9,45.0
2356.02,13.31,1.49,12.6,85.0
2356.02,14.80,1.65,12.6,85.0
2357.00,5.26,-0.04,16.5,84.0
2357.11,10.84,1.35,17.2,150.0
2358.00,9.26,0.51,21.8,178.0
2359.00,8.46,1.02,29.8,84.0
2360.00,5.23,0.31,27.9,149.0
2361.00,11.27,1.55,66.6,89.0
2363.00,7.97,0.73,34.2,150.0
2364.00,4.70,1.60,17.1,76.0
2365.00,11.87,1.42,35.3,28.0
2366.00,5.36,0.66,65.2,19.0
2367.00,11.67,0.97,44.5,150.0
2368.00,7.68,1.89,8.0,193.0
2370.10,10.07,1.37,68.0,51.0
2371.10,9.04,1.07,52.6,150.0
2372.00,11.43,1.49,73.1,92.0
2374.00,6.80,0.52,30.8,154.0
2374.01,13.19,1.55,25.8,119.0
2375.01,14.33,1.75,56.2,40.0
2378.01,4.48,0.18,47.8,111.0
2379.00,9.48,1.40,54.8,60.0
2379.00,10.18,1.40,54.8,60.0
2379.10,9.95,1.38,42.5,107.0
2381.00,5.08,0.88,15.2,149.0
2381.00,5.08,0.88,15.2,149.0
2382.00,7.61,1.54,10.4,150.0
2383.00,4.49,-0.04,13.5,161.0
2384.00,1.35,-0.11,44.2,88.0
2384.01,13.47,1.66,75.2,32.0
2385.00,7.28,0.61,20.8,150.0
2385.01,6.65,0.53,4.3,89.0
2387.00,8.23,0.87,17.1,150.0
2388.00,6.13,0.60,47.0,101.0
2388.00,6.15,0.60,47.0,101.0
2389.00,5.31,0.36,25.4,127.0
2390.00,6.61,1.37,207.1,12.0
2391.00,8.42,0.76,13.5,150.0
2392.00,8.08,0.60,46.1,101.0
2393.00,3.61,1.01,27.5,84.0
2395.00,8.43,0.63,19.2,68.0
2395.10,10.64,1.57,116.8,106.0
2395.11,9.27,1.48,116.8,59.0
2396.00,9.96,1.44,70.1,101.0
2397.00,9.53,1.10,48.8,119.0
2398.00,9.94,0.91,4.4,102.0
2399.01,13.60,1.70,32.9,34.0
2399.10,10.20,1.36,33.9,163.0
2400.00,7.21,0.49,40.9,173.0
2401.00,7.76,0.60,43.3,85.0
2402.00,6.38,0.59,53.5,93.0
2403.00,8.19,0.80,65.1,150.0
2403.10,10.16,1.25,37.6,83.0
2404.01,16.04,0.40,34.5,39.0
2405.00,6.66,0.32,25.0,89.0
2407.00,3.85,0.05,32.4,97.0
2407.10,6.57,0.15,0.6,150.0
2408.00,5.16,0.21,10.4,161.0
2410.00,5.97,0.67,34.8,18.0
2410.01,15.37,0.26,23.2,43.0
2411.00,3.45,0.03,25.7,84.0
2412.00,3.44,0.31,13.2,89.0
2412.01,14.70,1.45,11.8,48.0
2413.00,5.82,0.50,57.7,53.0
2414.10,11.06,1.47,89.8,69.0
2415.00,5.24,0.31,26.6,186.0
2416.00,6.65,0.66,26.3,141.0
2417.00,10.01,0.43,0.1,101.0
2418.00,3.40,1.54,24.2,199.0
2419.00,10.22,0.34,56.5,150.0
2420.00,9.40,1.54,204.6,28.0
2421.00,4.79,0.45,50.9,150.0
2422.00,8.67,0.74,25.2,150.0
2423.00,2.61,1.15,22.5,59.0
2423.01,10.39,-0.02,9.7,69.0
2424.00,10.51,1.32,20.5,120.0
2426.00,9.40,1.08,25.1,85.0
2428.00,7.18,0.55,46.3,150.0
2428.01,14.71,0.36,61.2,36.0
2429.00,5.76,0.54,43.3,66.0
2429.10,10.58,0.85,36.1,150.0
2430.00,3.05,1.59,32.6,82.0
2431.00,9.39,0.73,5.3,117.0
2432.00,7.86,0.76,23.9,126.0
2433.00,4.97,-0.06,41.8,146.0
2433.10,8.22,0.92,19.5,150.0
2433.11,7.28,0.65,33.5,61.0
2435.00,4.83,1.12,22.0,161.0
2436.00,6.54,0.46,8.7,111.0
2437.20,10.52,1.44,54.2,87.0
2438.00,5.26,0.37,45.5,120.0
2439.00,5.33,0.25,13.6,149.0
2439.10,10.00,1.24,41.1,50.0
2440.00,7.09,0.68,33.6,150.0
2440.01,15.39,1.74,28.1,48.0
2443.00,10.17,1.45,83.7,50.0
2443.01,18.06,0.84,7.7,84.0
2444.00,7.30,0.82,66.0,222.0
2445.00,11.19,0.94,42.0,150.0
2446.00,3.81,1.48,18.0,28.0
2447.00,9.76,0.95,23.9,92.0
2448.00,8.41,0.62,36.3,111.0
2449.00,6.44,0.60,50.1,54.0
2450.00,4.21,0.90,20.7,72.0
2450.01,13.24,1.68,47.7,22.0
2451.00,4.00,0.35,67.1,110.0
2452.00,4.25,1.45,22.3,149.0
2453.00,7.86,0.80,29.0,65.0
2453.01,11.48,1.42,21.1,39.0
2456.00,9.64,1.52,133.8,51.0
2457.00,8.72,1.33,74.9,56.0
2458.00,8.87,0.83,28.4,106.0
2459.00,4.84,0.52,74.8,28.0
2460.00,3.82,0.31,8.2,137.0
2460.01,8.77,1.15,23.1,78.0
2460.10,9.65,1.38,48.2,150.0
2461.00,9.40,0.75,4.1,115.0
2462.00,8.86,1.33,65.5,128.0
2463.00,5.29,1.86,8.3,186.0
2463.01,15.49,1.65,18.7,99.0
2464.00,4.84,0.96,26.1,107.0
2466.00,4.75,0.23,28.7,111.0
2467.00,3.85,-0.14,8.5,84.0
2468.00,4.89,0.50,46.9,101.0
2470.00,4.74,0.04,12.4,173.0
2470.01,11.93,1.55,75.9,38.0
2471.00,11.12,0.90,41.0,163.0
2472.00,5.16,0.34,33.4,95.0
2473.00,5.02,1.04,8.3,149.0
2473.01,12.97,-0.15,32.3,126.0
2474.00,5.08,1.60,14.9,137.0
2475.00,9.42,0.91,32.4,150.0
2476.00,5.08,0.94,32.9,100.0
2477.00,12.39,0.93,14.6,169.0
2479.00,9.09,0.61,22.9,98.0
2480.00,12.61,1.56,68.8,63.0
2482.00,8.03,0.86,34.4,150.0
2483.00,5.70,0.52,48.0,85.0
2484.00,4.45,1.62,24.2,161.0
2485.00,7.03,0.62,20.4,150.0
2486.00,4.89,1.62,8.8,149.0
2487.00,5.08,1.18,36.2,161.0
2488.00,4.71,0.81,17.6,101.0
2489.00,3.84,0.30,36.8,84.0
2490.00,5.85,0.57,25.7,48.0
2490.01,9.97,-0.18,3.5,52.0
2491.00,4.91,0.92,12.8,137.0
2491.01,11.12,-0.30,8.5,94.0
2492.00,4.11,1.58,6.9,161.0
2493.00,7.51,0.44,21.9,75.0
2495.00,11.30,1.53,75.4,60.0
2496.00,4.66,1.48,14.0,137.0
2497.00,5.12,1.20,25.8,74.0
2498.00,4.28,1.04,19.9,173.0
2500.00,5.00,1.38,3.4,120.0
2501.00,8.30,0.58,9.8,75.0
2501.01,12.97,1.68,96.7,23.0
2502.00,6.26,0.88,25.3,150.0
2502.01,16.52,0.31,22.2,35.0
2503.00,11.00,1.37,30.9,120.0
2505.00,5.18,0.33,21.0,77.0
2506.00,5.08,0.04,14.2,98.0
2507.00,7.32,0.55,2.0,150.0
2509.02,17.73,0.09,10.6,54.0
2509.10,9.23,1.41,73.3,64.0
2509.10,9.30,1.41,73.3,64.0
2510.00,4.57,1.71,17.3,137.0
2510.01,13.83,1.57,30.5,30.0
2511.01,13.87,1.81,222.5,113.0
2512.00,11.03,1.44,56.9,65.0
2512.01,10.13,1.22,56.9,120.0
2513.00,10.22,0.50,23.4,106.0
2514.00,6.71,1.03,25.8,127.0
2515.00,9.20,0.90,2.4,150.0
2516.02,15.60,2.10,220.3,36.0
2517.00,6.15,1.15,36.8,124.0
2517.10,5.34,0.03,5.3,125.0
2517.11,12.99,1.67,102.9,32.0
2518.00,12.58,0.60,2.3,162.0
2521.00,3.11,1.25,30.2,117.0
2521.01,13.07,1.52,43.6,28.0
2523.00,7.53,0.62,28.1,150.0
2524.00,11.63,1.66,145.2,56.0
2525.00,8.23,0.47,21.9,106.0
2526.00,12.67,1.64,83.9,257.0
2528.00,5.93,0.99,30.6,96.0
2529.00,9.68,1.09,56.4,71.0
2529.10,10.20,0.90,46.9,161.0
2530.01,10.67,1.29,35.2,120.0
2531.00,5.10,1.36,16.1,84.0
2531.10,9.80,1.06,37.5,92.0
2532.00,3.83,1.04,23.4,72.0
2533.00,4.71,-0.05,12.2,98.0
2534.00,7.08,0.64,43.9,150.0
2536.00,5.24,0.47,52.3,186.0
2538.00,8.09,0.52,57.1,150.0
2540.01,12.73,1.57,33.1,16.0
2541.00,3.78,0.95,56.3,173.0
2542.00,8.35,0.60,41.7,150.0
2544.00,12.72,1.53,61.6,159.0
2544.10,10.08,1.09,37.5,150.0
2545.00,6.03,1.13,30.3,129.0
2546.00,5.91,0.42,14.4,84.0
2548.00,8.40,0.73,31.1,84.0
2549.00,10.28,1.40,41.4,69.0
2550.00,7.34,0.92,37.9,150.0
2551.00,9.72,0.82,12.4,121.0
2553.00,13.46,2.03,419.1,21.0
2554.00,4.60,1.03,22.7,137.0
2554.10,8.41,0.57,22.0,150.0
2555.01,10.53,1.37,53.6,120.0
2555.02,14.33,0.32,82.3,35.0
2555.03,15.36,1.75,44.8,58.0
2556.00,5.05,0.61,76.7,78.0
2557.00,6.00,1.59,17.1,80.0
2559.00,10.84,0.86,22.1,150.0
2560.00,6.02,0.57,19.8,111.0
2561.00,10.04,1.54,144.3,43.0
2562.00,4.08,1.09,27.3,110.0
2563.00,9.62,0.88,12.8,101.0
2564.00,4.84,1.16,6.0,161.0
2565.00,4.99,0.16,34.0,161.0
2566.00,4.39,0.11,1.2,137.0
2567.00,2.37,-0.02,46.6,82.0
2568.00,7.66,0.94,31.3,163.0
2568.01,14.05,1.73,71.8,31.0
2569.00,11.01,0.63,10.1,150.0
2570.01,11.51,1.48,68.4,85.0
2571.00,4.74,1.62,30.7,149.0
2572.00,4.42,0.05,14.2,125.0
2573.00,11.87,0.61,55.5,150.0
2574.00,9.60,1.48,85.9,42.0
2575.00,1.79,1.07,28.5,29.0
2576.00,7.48,1.51,394.9,11.0
2579.00,15.44,1.04,26.6,179.0
2579.10,6.75,0.35,17.2,150.0
2579.21,7.64,0.76,43.3,58.0
2579.21,7.64,0.77,43.3,58.0
2580.00,7.64,0.58,11.5,72.0
2581.00,4.63,0.33,26.1,77.0
2582.00,8.74,1.54,201.6,26.0
2583.00,4.94,0.36,40.3,137.0
2583.00,5.63,0.37,40.3,137.0
2583.02,13.79,-0.02,22.8,44.0
2584.00,5.52,0.97,34.3,77.0
2587.00,10.57,1.18,21.3,92.0
2589.00,4.61,1.03,53.3,137.0
2590.01,12.56,1.52,22.5,72.0
2591.00,6.54,0.60,46.6,100.0
2591.01,9.77,1.12,11.2,107.0
2592.00,9.33,1.25,47.4,101.0
2594.00,5.44,0.07,9.4,127.0
2596.00,5.13,0.22,6.5,149.0
2596.10,10.13,0.91,29.7,150.0
2596.20,10.45,1.55,101.5,101.0
2596.21,13.21,1.48,28.7,37.0
2598.00,9.74,0.78,40.5,150.0
2599.00,8.23,0.70,33.9,75.0
2600.00,8.33,1.34,72.8,36.0
2600.01,17.78,0.87,38.3,27.0
2601.00,11.41,0.72,14.4,80.0
2603.00,9.22,1.08,51.1,150.0
2603.01,14.81,1.55,12.0,29.0
2604.00,9.05,1.21,42.2,62.0
2605.00,4.48,0.03,52.3,154.0
2607.00,7.06,0.77,23.9,150.0
2607.01,9.75,0.43,2.8,57.0
2607.10,10.24,1.46,37.9,173.0
2608.00,8.59,0.62,22.7,150.0
2609.00,8.11,0.61,8.5,178.0
2610.00,4.60,0.55,2.5,117.0
2611.00,7.68,1.06,80.9,96.0
2612.10,5.42,-0.03,17.0,117.0
2613.00,6.91,1.30,12.7,120.0
2614.00,2.56,0.12,46.1,73.0
2615.00,3.34,-0.01,22.1,96.0
2616.00,4.63,1.66,9.2,84.0
2617.00,9.07,0.60,27.8,178.0
2617.01,11.22,1.41,36.4,100.0
2617.02,13.10,1.42,20.0,32.0
2617.03,6.50,0.43,54.1,98.0
2617.03,6.50,0.43,54.1,98.0
2618.00,9.96,1.31,63.5,63.0
2619.00,7.46,0.50,17.6,150.0
2619.01,12.77,1.52,30.5,104.0
2620.00,4.47,0.21,18.0,138.0
2621.00,11.66,1.49,77.8,87.0
2622.00,5.18,1.52,8.4,105.0
2623.00,9.78,1.17,46.8,97.0
2624.00,6.85,0.51,21.9,150.0
2625.00,4.32,0.59,113.2,46.0
2625.00,4.33,0.59,113.2,46.0
2626.00,3.48,1.40,17.3,110.0
2626.01,15.40,0.05,26.3,51.0
2627.00,7.30,0.74,52.0,98.0
2628.00,8.30,0.54,11.5,150.0
2629.00,4.78,0.12,22.6,84.0
2630.00,3.56,1.12,22.9,83.0
2631.00,9.31,1.41,111.7,38.0
2632.01,8.74,1.36,63.5,150.0
2633.01,13.57,1.64,54.2,42.0
2634.00,7.94,0.89,31.6,84.0
2634.00,8.03,0.89,31.6,84.0
2636.00,9.64,0.58,16.4,150.0
2636.01,15.14,1.84,57.2,37.0
2638.00,5.09,0.42,24.0,106.0
2639.00,5.00,1.46,22.5,127.0
2640.00,3.94,0.41,35.4,49.0
2641.00,11.18,1.48,40.9,73.0
2641.01,12.15,1.48,54.3,117.0
2641.02,12.63,1.51,36.7,109.0
2642.00,14.23,0.31,74.4,28.0
2643.10,10.33,1.36,26.2,150.0
2644.00,4.08,0.21,25.7,89.0
2645.00,7.50,1.22,91.2,85.0
2645.00,7.22,1.26,91.2,85.0
2646.00,5.22,0.99,29.7,127.0
2647.00,5.17,0.50,37.1,76.0
2648.00,6.50,0.79,59.3,69.0
2649.01,10.65,1.40,27.7,120.0
2650.00,4.95,1.00,32.8,94.0
2651.10,12.36,1.47,40.1,37.0
2654.00,10.23,1.21,38.2,73.0
2654.10,5.31,0.01,23.4,84.0
2654.11,12.56,1.60,63.8,109.0
2655.00,10.15,0.72,12.3,150.0
2656.00,6.15,0.24,18.6,120.0
2657.00,7.38,0.41,51.1,150.0
2658.00,4.77,1.54,13.9,149.0
2659.00,5.52,1.05,24.6,159.0
2660.00,6.95,0.47,10.0,55.0
2661.00,3.84,1.62,23.8,78.0
2662.00,10.02,1.33,35.1,150.0
2662.01,11.53,0.65,13.0,75.0
2663.00,8.33,1.06,46.5,101.0
2664.00,10.30,1.48,56.7,150.0
2665.00,6.20,0.57,31.6,77.0
2666.00,5.48,0.50,42.4,55.0
2667.00,11.59,1.48,92.7,113.0
2668.00,5.13,1.08,22.2,137.0
2669.00,5.15,0.49,12.2,149.0
2669.01,14.80,1.60,17.9,33.0
2670.00,5.04,1.58,17.3,186.0
2674.00,5.39,0.12,26.8,173.0
2676.00,5.77,0.46,44.0,137.0
2677.00,8.16,0.73,34.5,150.0
2677.01,16.39,0.01,14.0,51.0
2678.00,5.98,0.81,104.5,101.0
2678.10,11.17,1.53,29.4,186.0
2679.00,5.20,1.01,27.3,71.0
2680.00,5.50,1.04,33.3,106.0
2680.10,5.71,1.66,7.1,163.0
2680.11,15.91,1.05,19.5,43.0
2681.00,9.85,1.48,88.2,101.0
2681.10,7.77,0.28,36.1,178.0
2682.00,13.62,1.31,14.8,32.0
2683.00,5.25,0.25,20.6,149.0
2684.00,10.03,1.35,34.1,173.0
