time (years),flux (solar flux units)
2021.855,90.800
2021.858,91.400
2021.860,96.900
2021.863,84.200
2021.866,84.100
2021.869,83.600
2021.871,79.100
2021.874,80.900
2021.877,80.800
2021.880,80.400
2021.882,78.900
2021.885,78.900
2021.888,81.600
2021.890,79.800
2021.893,79.500
2021.896,80.900
2021.899,86.600
2021.901,84.900
2021.904,93.600
2021.907,92.400
2021.910,93.500
2021.912,92.400
2021.915,90.000
2021.918,86.400
2021.921,86.600
2021.923,85.300
2021.926,88.100
2021.929,82.700
2021.932,80.000
2021.934,78.900
2021.937,76.900
2021.940,76.700
2021.943,75.700
2021.945,76.200
2021.948,79.900
2021.951,80.600
2021.953,88.900
2021.956,102.500
2021.959,117.900
2021.962,120.900
2021.964,121.300
2021.967,115.300
2021.970,122.700
2021.973,136.600
2021.975,140.400
2021.978,129.800
2021.981,126.200
2021.984,130.700
2021.986,125.400
2021.989,123.900
2021.992,120.500
2021.995,111.400
2021.997,102.400
2022.000,101.500
2022.003,93.900
2022.006,89.000
2022.008,84.000
2022.011,85.500
2022.014,83.700
2022.016,93.700
2022.019,107.300
2022.022,102.400
2022.025,102.100
2022.027,102.200
2022.030,100.000
2022.033,103.200
2022.036,105.500
2022.038,110.200
2022.041,115.600
2022.044,119.400
2022.047,113.500
2022.049,114.500
2022.052,105.300
2022.055,99.300
2022.058,97.300
2022.060,95.200
2022.063,93.500
2022.066,95.200
2022.069,100.900
2022.071,101.800
2022.074,107.100
2022.077,113.400
2022.080,125.300
2022.082,129.600
2022.085,129.500
2022.088,128.600
2022.090,128.200
2022.093,126.500
2022.096,129.600
2022.099,125.900
2022.101,123.600
2022.104,127.200
2022.107,123.100
2022.110,125.900
2022.112,118.000
2022.115,113.100
2022.118,110.500
2022.121,105.400
2022.123,106.500
2022.126,114.300
2022.129,102.900
2022.132,96.700
2022.134,93.300
2022.137,95.700
2022.140,93.300
2022.143,97.800
2022.145,95.300
2022.148,95.500
2022.151,92.300
2022.153,96.200
2022.156,96.500
2022.159,96.900
2022.162,99.000
2022.164,99.300
2022.167,109.500
2022.170,110.900
2022.173,113.100
2022.175,120.100
2022.178,115.700
2022.181,118.300
2022.184,115.300
2022.186,114.800
2022.189,127.100
2022.192,126.500
2022.195,124.700
2022.197,122.900
2022.200,114.900
2022.203,110.400
2022.206,106.600
2022.208,102.800
2022.211,97.800
2022.214,94.400
2022.216,94.900
2022.219,97.700
2022.222,105.900
2022.225,105.600
2022.227,111.600
2022.230,112.400
2022.233,118.700
2022.236,130.300
2022.238,156.000
2022.241,149.200
2022.244,151.300
2022.247,239.500
2022.249,146.600
2022.252,143.300
2022.255,140.200
2022.258,128.000
2022.260,122.400
2022.263,117.000
2022.266,111.100
2022.269,108.900
2022.271,107.100
2022.274,101.100
2022.277,98.700
2022.280,96.200
2022.282,98.700
2022.285,103.400
2022.288,110.300
2022.290,122.400
2022.293,134.900
2022.296,140.500
2022.299,160.100
2022.301,165.500
2022.304,164.400
2022.307,162.500
2022.310,159.800
2022.312,158.500
2022.315,156.600
2022.318,148.900
2022.321,141.500
2022.323,132.200
2022.326,123.500
2022.329,119.700
2022.332,109.000
2022.334,111.900
2022.337,113.800
2022.340,130.100
2022.343,119.900
2022.345,119.200
2022.348,118.100
2022.351,119.200
2022.353,117.000
2022.356,115.800
2022.359,132.900
2022.362,133.000
2022.364,149.500
2022.367,152.700
2022.370,153.600
2022.373,161.700
2022.375,170.800
2022.378,179.900
2022.381,173.200
2022.384,165.500
2022.386,166.700
2022.389,164.700
2022.392,158.200
2022.395,146.900
2022.397,136.500
2022.400,122.700
2022.403,113.600
2022.406,101.800
2022.408,98.400
2022.411,100.600
2022.414,98.000
2022.416,104.200
2022.419,100.900
2022.422,100.700
2022.425,100.900
2022.427,98.700
2022.430,96.400
2022.433,98.400
2022.436,99.900
2022.438,106.400
2022.441,110.500
2022.444,112.100
2022.447,121.300
2022.449,131.500
2022.452,145.500
2022.455,140.000
2022.458,146.700
2022.460,148.900
2022.463,140.200
2022.466,143.600
2022.469,136.500
2022.471,138.700
2022.474,128.700
2022.477,121.400
2022.480,115.400
2022.482,108.100
2022.485,102.000
2022.488,98.200
2022.490,96.100
2022.493,96.200
2022.496,95.700
2022.499,98.000
2022.501,100.200
2022.504,102.200
2022.507,104.400
2022.510,109.400
2022.512,114.600
2022.515,121.300
2022.518,129.600
2022.521,136.900
2022.523,153.000
2022.526,161.000
2022.529,164.900
2022.532,164.800
2022.534,169.000
2022.537,171.400
2022.540,176.200
2022.543,161.200
2022.545,149.400
2022.548,144.100
2022.551,132.200
2022.553,121.700
2022.556,114.700
2022.559,110.500
2022.562,107.100
2022.564,102.300
2022.567,98.800
2022.570,98.000
2022.573,93.400
2022.575,93.000
2022.578,90.800
2022.581,94.300
2022.584,95.400
2022.586,97.800
2022.589,99.900
2022.592,108.800
2022.595,112.200
2022.597,116.300
2022.600,116.100
2022.603,113.000
2022.606,109.400
2022.608,107.600
2022.611,114.800
2022.614,119.500
2022.616,124.200
2022.619,125.500
2022.622,130.600
2022.625,128.500
2022.627,122.700
2022.630,116.500
2022.633,105.400
2022.636,101.500
2022.638,97.000
2022.641,102.600
2022.644,100.900
2022.647,107.800
2022.649,117.800
2022.652,118.600
2022.655,127.500
2022.658,251.900
2022.660,130.600
2022.663,125.600
2022.666,113.300
2022.669,116.300
2022.671,129.800
2022.674,123.400
2022.677,128.300
2022.680,130.200
2022.682,126.200
2022.685,126.100
2022.688,126.600
2022.690,126.200
2022.693,135.900
2022.696,151.500
2022.699,150.400
2022.701,154.100
2022.704,144.300
2022.707,139.700
2022.710,131.100
2022.712,131.500
2022.715,136.100
2022.718,127.900
2022.721,137.200
2022.723,136.900
2022.726,136.700
2022.729,146.300
2022.732,146.500
2022.734,134.700
2022.737,135.100
2022.740,134.500
2022.743,134.800
2022.745,137.200
2022.748,137.100
2022.751,147.900
2022.753,153.900
2022.756,155.100
2022.759,152.400
2022.762,161.000
2022.764,155.700
2022.767,159.700
2022.770,157.200
2022.773,160.500
2022.775,163.200
2022.778,150.300
2022.781,140.600
2022.784,130.000
2022.786,120.500
2022.789,115.100
2022.792,119.200
2022.795,125.600
2022.797,113.900
2022.800,113.200
2022.803,115.800
2022.806,109.400
2022.808,105.000
2022.811,108.400
2022.811,105.500
2022.814,114.800
2022.816,116.300
2022.819,122.400
2022.822,129.700
2022.825,129.300
2022.827,133.900
2022.830,130.500
2022.833,127.900
2022.836,128.100
2022.838,129.700
2022.841,125.300
2022.844,117.700
2022.847,131.100
2022.849,130.800
2022.852,134.600
2022.855,132.300
2022.858,137.600
2022.860,138.700
2022.863,137.600
2022.866,138.200
2022.869,137.000
2022.871,141.500
2022.874,134.200
2022.877,132.900
2022.880,119.200
2022.882,116.000
2022.885,115.100
2022.888,119.100
2022.890,117.000
2022.893,115.700
2022.896,113.300
2022.899,109.700
2022.901,108.500
2022.904,107.100
2022.907,107.200
2022.910,107.000
2022.912,107.900
2022.915,111.000
2022.918,118.700
2022.921,124.000
2022.923,133.800
2022.926,143.700
2022.929,149.800
2022.932,144.200
2022.934,148.000
2022.937,143.000
2022.940,149.100
2022.943,141.700
2022.945,147.700
2022.948,150.800
2022.951,153.000
2022.953,164.700
2022.956,165.900
2022.959,163.100
2022.962,154.600
2022.964,155.600
2022.967,152.400
2022.970,146.400
2022.973,138.700
2022.975,131.300
2022.978,127.700
2022.981,133.300
2022.984,144.000
2022.986,150.500
2022.989,159.000
2022.992,160.400
2022.995,162.800
2022.997,178.300
2023.000,164.900
2023.003,152.600
2023.006,146.400
2023.008,148.500
2023.011,151.000
2023.014,154.300
2023.016,172.400
2023.019,178.900
2023.022,183.800
2023.022,182.500
2023.025,190.900
2023.027,193.000
2023.030,195.100
2023.033,211.600
2023.036,208.500
2023.038,227.800
2023.041,234.300
2023.044,228.100
2023.047,221.700
2023.049,220.300
2023.052,226.100
2023.055,217.500
2023.058,208.700
2023.060,198.600
2023.063,189.100
2023.066,180.200
2023.069,171.800
2023.071,150.600
2023.074,144.900
2023.077,137.600
2023.080,137.000
2023.082,135.900
2023.085,137.000
2023.088,133.500
2023.090,134.900
2023.093,134.500
2023.096,139.000
2023.099,144.000
2023.101,156.700
2023.104,184.700
2023.107,197.600
2023.110,214.900
2023.112,207.800
2023.115,209.500
2023.118,199.700
2023.121,189.200
2023.123,179.700
2023.126,173.700
2023.129,163.200
2023.132,343.100
2023.134,167.400
2023.134,167.200
2023.137,169.000
2023.140,159.800
2023.143,160.900
2023.145,151.900
2023.148,148.200
2023.151,164.100
2023.153,279.300
2023.156,159.000
2023.159,161.200
2023.162,160.900
2023.164,162.000
2023.167,168.800
2023.170,190.900
2023.173,181.600
2023.175,179.800
2023.178,188.000
2023.181,180.300
2023.184,181.900
2023.186,178.800
2023.189,171.200
2023.192,157.400
2023.195,150.000
2023.197,143.300
2023.200,138.500
2023.203,135.700
2023.206,135.400
2023.208,134.200
2023.211,140.300
2023.214,142.700
2023.216,156.100
2023.219,151.600
2023.222,158.900
2023.225,151.000
2023.227,157.500
2023.230,160.300
2023.233,159.400
2023.236,158.200
2023.238,158.700
2023.241,147.800
2023.244,140.300
2023.247,129.300
2023.249,125.300
2023.252,126.900
2023.255,133.600
2023.258,135.700
2023.260,136.600
2023.263,137.100
2023.266,136.300
2023.269,135.900
2023.271,140.300
2023.274,139.800
2023.277,143.400
2023.280,154.000
2023.282,159.500
2023.285,171.300
2023.288,175.800
2023.290,177.800
2023.293,166.600
2023.296,153.200
2023.299,147.000
2023.301,147.000
2023.304,151.200
2023.307,141.200
2023.310,135.200
2023.312,133.900
2023.315,130.700
2023.318,136.500
2023.321,140.800
2023.323,149.800
2023.326,155.800
2023.329,153.500
2023.332,147.900
2023.334,156.800
2023.337,156.200
2023.340,162.000
2023.343,161.900
2023.345,151.800
2023.348,157.200
2023.351,171.900
2023.353,194.700
2023.356,170.100
2023.359,163.400
2023.362,149.100
2023.364,143.800
2023.367,139.700
2023.370,134.500
2023.373,134.300
2023.375,137.900
2023.378,150.600
2023.381,164.600
2023.384,169.600
2023.386,163.400
2023.389,161.500
2023.392,154.900
2023.395,164.100
2023.397,152.100
2023.400,149.000
2023.403,156.900
2023.406,151.300
2023.408,154.400
2023.411,162.000
2023.414,161.400
2023.416,163.900
2023.419,162.300
2023.422,164.600
2023.425,168.300
2023.427,169.200
2023.430,171.800
2023.433,167.200
2023.436,168.500
2023.438,164.300
2023.441,161.200
2023.444,153.800
2023.447,146.100
2023.449,146.300
2023.452,143.500
2023.455,153.100
2023.458,157.200
2023.460,158.100
2023.463,164.100
2023.466,168.800
2023.469,180.100
2023.471,176.400
2023.474,173.200
2023.477,169.700
2023.480,160.800
2023.482,154.800
2023.485,157.700
2023.488,151.200
2023.490,154.900
2023.493,162.200
2023.496,158.600
2023.499,165.500
2023.501,170.200
2023.504,173.200
2023.507,167.200
2023.510,154.600
2023.512,157.600
2023.515,161.400
2023.518,160.500
2023.521,179.200
2023.523,190.600
2023.526,213.500
2023.529,193.300
2023.532,202.900
2023.534,180.600
2023.537,178.500
2023.540,184.300
2023.543,180.000
2023.545,218.500
2023.548,188.900
2023.551,184.300
2023.553,172.800
2023.556,174.400
2023.559,172.500
2023.562,165.100
2023.564,169.000
2023.567,167.400
2023.570,165.300
2023.573,168.200
2023.575,178.600
2023.578,174.400
2023.581,177.100
2023.584,174.700
2023.586,172.900
2023.589,162.900
2023.592,170.800
2023.595,175.800
2023.597,173.500
2023.600,169.700
2023.603,158.900
2023.606,153.400
2023.608,155.700
2023.611,152.800
2023.614,148.300
2023.616,150.400
2023.619,154.000
2023.622,158.100
2023.625,160.100
2023.627,151.900
2023.630,150.600
2023.633,150.600
2023.636,146.300
2023.638,148.700
2023.641,150.900
2023.644,147.000
2023.647,144.100
2023.649,138.900
2023.652,139.300
2023.655,141.500
2023.658,141.700
2023.660,142.200
2023.663,138.600
2023.666,139.900
2023.669,135.800
2023.671,131.200
2023.674,130.500
2023.677,136.000
2023.680,142.900
2023.682,147.100
2023.685,160.800
2023.688,160.900
2023.690,161.400
2023.693,163.900
2023.696,176.400
2023.699,153.500
2023.701,142.600
2023.704,145.200
2023.707,139.100
2023.710,140.400
2023.712,144.600
2023.715,154.500
2023.718,166.100
2023.721,155.500
2023.723,168.100
2023.726,175.700
2023.729,173.000
2023.732,173.700
2023.734,170.200
2023.737,164.900
2023.740,156.000
2023.743,147.800
2023.745,155.000
2023.748,159.100
2023.751,161.100
2023.753,157.400
2023.756,153.700
2023.759,155.000
2023.762,156.100
2023.764,155.300
2023.767,157.200
2023.770,157.100
2023.773,165.500
2023.775,164.400
2023.778,158.000
2023.781,157.100
2023.784,149.000
2023.786,148.200
2023.789,144.600
2023.792,144.000
2023.795,137.300
2023.797,135.300
2023.800,128.700
2023.803,125.700
2023.806,122.600
2023.808,118.800
2023.811,122.100
2023.814,121.100
2023.816,125.800
2023.819,126.400
2023.822,127.500
2023.825,128.000
2023.827,135.200
2023.830,139.700
2023.833,147.300
2023.836,158.600
2023.838,158.400
2023.841,156.100
2023.844,155.300
2023.847,154.800
2023.849,146.200
2023.852,145.100
2023.855,145.700
2023.858,138.700
2023.860,143.900
2023.863,141.500
2023.866,137.200
2023.869,132.700
2023.871,123.800
2023.874,118.900
2023.877,117.900
2023.880,119.600
2023.882,127.100
2023.885,140.100
2023.888,156.500
2023.890,171.500
2023.893,189.500
2023.896,194.200
2023.899,178.000
2023.901,176.400
2023.904,180.200
2023.907,187.300
2023.910,254.600
2023.912,170.600
2023.915,166.500
2023.918,162.000
2023.921,148.200
2023.923,139.200
2023.926,137.800
2023.929,141.600
2023.932,129.900
2023.934,134.600
2023.937,132.600
2023.940,127.900
2023.943,126.600
2023.945,125.900
2023.948,126.200
2023.951,134.800
2023.953,155.100
2023.956,144.300
2023.959,149.000
2023.962,154.600
2023.964,161.400
2023.967,179.300
2023.970,195.300
2023.973,193.600
2023.975,186.700
2023.978,174.200
2023.981,183.400
2023.984,166.700
2023.986,154.200
2023.989,149.400
2023.992,146.700
2023.995,142.900
2023.997,139.700
2024.000,146.200
2024.003,135.700
2024.006,142.100
2024.008,140.200
2024.011,125.800
2024.014,152.700
2024.016,159.400
2024.019,167.100
2024.022,176.200
2024.025,175.900
2024.027,186.000
2024.030,192.500
2024.033,186.400
2024.036,185.400
2024.038,187.900
2024.041,182.500
2024.044,179.600
2024.047,174.100
2024.049,162.300
2024.052,157.400
2024.055,166.300
2024.058,178.500
2024.060,196.100
2024.063,180.300
2024.066,172.000
2024.069,160.500
2024.071,156.700
2024.074,148.100
2024.077,141.100
2024.080,140.300
2024.082,135.000
2024.085,136.200
2024.088,136.900
2024.090,142.600
2024.093,156.400
2024.096,170.400
2024.099,173.400
2024.101,190.300
2024.104,188.400
2024.107,185.000
2024.110,183.400
2024.112,193.800
2024.115,180.400
2024.118,208.300
2024.121,194.800
2024.123,184.100
2024.126,178.300
2024.129,168.800
2024.132,169.900
2024.134,156.500
2024.137,152.100
2024.140,152.600
2024.143,169.900
2024.145,173.300
2024.148,172.900
2024.151,179.200
2024.153,180.800
2024.156,171.700
2024.159,168.300
2024.162,179.100
2024.164,164.100
2024.167,152.800
2024.170,152.300
2024.173,145.500
2024.175,139.900
2024.178,141.500
2024.181,136.000
2024.184,136.600
2024.186,129.000
2024.189,134.500
2024.192,127.000
2024.195,126.700
2024.197,130.500
2024.200,128.300
2024.203,127.100
2024.206,129.000
2024.208,144.100
2024.211,151.300
2024.214,177.400
2024.216,168.900
2024.219,175.500
2024.222,196.900
2024.225,197.600
2024.227,210.700
2024.230,195.100
2024.233,190.100
2024.236,178.200
2024.238,174.600
2024.241,172.700
2024.244,167.300
2024.247,139.600
2024.249,133.600
2024.252,120.400
2024.255,112.800
2024.258,111.700
2024.260,113.700
2024.263,120.500
2024.266,122.900
2024.269,124.600
2024.271,124.800
2024.274,124.400
2024.277,131.200
2024.280,143.700
2024.282,151.500
2024.285,161.000
2024.288,178.400
2024.290,191.900
2024.293,198.700
2024.296,216.500
2024.299,226.900
2024.301,213.400
2024.304,209.500
2024.307,217.100
2024.310,226.800
2024.312,219.100
2024.315,199.100
2024.318,166.700
2024.321,152.600
2024.323,152.600
2024.326,140.100
2024.329,137.600
2024.332,130.200
2024.334,134.800
2024.337,141.900
2024.340,156.000
2024.343,166.600
2024.345,176.900
2024.348,171.200
2024.351,203.600
2024.353,227.100
2024.356,233.200
2024.359,223.400
2024.362,213.700
2024.364,221.800
2024.367,215.400
2024.370,219.800
2024.373,216.000
2024.375,207.200
2024.378,204.100
2024.381,194.300
2024.384,200.700
2024.386,199.700
2024.389,190.800
2024.392,195.700
2024.395,176.200
2024.397,162.800
2024.400,152.400
2024.403,155.600
2024.406,170.000
2024.408,166.400
2024.411,170.500
2024.414,172.900
2024.416,179.400
2024.419,226.900
2024.422,179.800
2024.425,186.000
2024.427,192.300
2024.430,195.300
2024.433,190.900
2024.436,184.400
2024.438,190.400
2024.441,180.900
2024.444,177.800
2024.447,164.900
2024.449,164.900
2024.452,170.100
2024.455,169.000
2024.458,170.700
2024.460,167.300
2024.463,179.900
2024.466,192.700
2024.469,196.000
2024.471,203.300
2024.474,196.900
2024.477,195.700
2024.480,195.800
2024.482,198.700
2024.485,193.700
2024.488,181.400
2024.490,182.500
2024.493,180.700
2024.496,186.400
2024.499,173.800
2024.501,170.600
2024.504,163.800
2024.507,167.400
2024.510,173.000
2024.512,165.600
2024.515,166.000
2024.518,171.300
2024.521,168.500
2024.523,178.200
2024.526,213.600
2024.529,205.000
2024.532,209.700
2024.534,238.300
2024.537,233.900
2024.540,233.200
2024.543,241.900
2024.545,223.800
2024.548,208.700
2024.551,201.600
2024.553,207.400
2024.556,197.900
2024.559,185.000
2024.562,175.500
2024.564,174.800
2024.567,167.200
2024.570,176.300
2024.573,203.600
2024.575,214.400
2024.578,223.100
2024.581,400.700
2024.584,235.100
2024.586,234.400
2024.589,247.100
2024.592,244.600
2024.595,240.800
2024.597,247.300
2024.600,270.000
2024.603,303.200
2024.606,336.000
2024.608,305.500
2024.611,291.100
2024.614,281.500
2024.616,272.400
2024.619,259.900
2024.622,248.200
2024.625,227.400
2024.627,224.900
2024.630,229.500
2024.633,231.000
2024.636,239.100
2024.638,238.200
2024.641,239.000
2024.644,230.600
2024.647,241.700
2024.649,232.300
2024.652,232.600
2024.658,221.300
2024.660,211.900
2024.663,204.000
2024.666,214.200
2024.669,231.600
2024.671,225.500
2024.674,237.600
2024.677,242.100
2024.680,261.800
2024.682,240.700
2024.685,248.900
2024.688,221.700
2024.690,227.600
2024.693,214.800
2024.696,205.200
2024.699,207.000
2024.701,201.200
2024.704,185.800
2024.707,172.400
2024.710,172.800
2024.712,169.200
2024.715,165.400
2024.718,163.300
2024.721,161.200
2024.723,153.800
2024.726,158.000
2024.729,162.800
2024.732,167.400
2024.734,172.400
2024.737,174.200
2024.740,181.100
2024.743,186.000
2024.745,194.500
2024.748,197.200
2024.751,214.200
2024.753,244.600
2024.756,274.400
2024.759,311.900
2024.762,291.000
2024.764,277.300
2024.767,264.500
2024.770,277.000
2024.773,224.700
2024.775,220.300
2024.778,216.300
2024.781,213.900
2024.784,213.600
2024.786,194.900
2024.789,181.900
2024.792,172.000
2024.795,167.700
2024.797,173.500
2024.800,165.200
2024.803,162.300
2024.806,161.700
2024.808,163.900
2024.811,176.100
2024.814,185.700
2024.816,196.600
2024.819,209.300
2024.822,238.400
2024.825,246.200
2024.827,255.500
2024.830,265.600
2024.833,269.800
2024.836,269.900
2024.838,256.200
2024.841,250.600
2024.844,240.600
2024.847,242.300
2024.849,245.600
2024.852,260.500
2024.855,239.200
2024.858,231.000
2024.860,220.900
2024.863,230.600
2024.866,182.200
2024.869,171.700
2024.871,150.300
2024.874,146.800
2024.877,148.900
2024.880,139.900
2024.882,146.300
2024.885,165.000
2024.888,157.200
2024.890,162.600
2024.893,166.200
2024.896,179.100
2024.899,199.900
2024.901,202.700
2024.904,220.400
2024.907,222.300
2024.910,225.000
2024.912,213.900
2024.915,219.800
2024.918,204.000
2024.921,186.300
2024.923,185.300
2024.926,174.200
2024.929,174.700
2024.932,174.600
2024.934,177.500
2024.937,182.500
2024.940,177.700
2024.943,172.500
2024.945,171.900
2024.948,160.500
2024.951,160.900
2024.953,163.700
2024.956,170.500
2024.959,172.000
2024.962,166.700
2024.964,170.000
2024.967,173.500
2024.970,175.000
2024.973,184.000
2024.975,201.200
2024.978,223.300
2024.981,238.300
2024.984,258.500
2024.986,252.700
2024.989,255.800
2024.992,258.500
2024.995,260.300
2024.997,254.700
2025.000,223.500
2025.003,217.600
2025.003,219.200
2025.006,212.400
2025.008,199.900
2025.011,209.300
2025.014,168.600
2025.016,171.900
2025.019,167.700
2025.022,160.200
2025.025,162.200
2025.027,156.900
2025.030,156.000
2025.033,158.400
2025.036,159.700
2025.038,166.400
2025.041,173.500
2025.044,208.200
2025.047,226.800
2025.049,222.400
2025.052,235.800
2025.055,232.100
2025.058,236.400
2025.060,214.200
2025.063,215.400
2025.066,204.500
2025.069,181.700
2025.071,170.500
2025.074,162.500
2025.077,171.500
2025.080,173.700
2025.082,183.700
2025.085,206.500
2025.088,187.900
2025.090,215.700
2025.093,220.500
2025.096,212.600
2025.099,191.300
2025.101,187.800
2025.104,181.600
2025.107,173.400
2025.110,163.000
2025.112,159.200
2025.115,153.400
2025.121,173.400
2025.123,178.600
2025.126,184.000
2025.129,185.000
2025.134,178.600
2025.137,177.900
2025.140,184.000
2025.143,197.100
2025.145,199.000
2025.148,239.900
2025.151,202.900
2025.153,190.100
2025.156,180.200
