Phase,Time (years),Teff (K),Luminosity (Lsun)
0,15793379.84,16791.77,564.32
0,16257930.61,16783.26,565.72
0,16722481.38,16774.75,567.13
0,17208053.01,16765.98,568.61
0,17706864.81,16757.04,570.15
0,18212141.56,16748.02,571.72
0,18745583.55,16738.61,573.40
0,19279025.55,16729.19,575.09
0,19843648.25,16719.38,576.90
0,20412034.56,16709.53,578.72
0,21005795.29,16699.30,580.66
0,21609329.09,16688.92,582.64
0,22236409.00,16678.24,584.72
0,22875206.42,16667.41,586.86
0,23539480.05,16656.17,589.11
0,24213579.29,16644.77,591.41
0,24918575.62,16632.81,593.86
0,25632238.36,16620.69,596.35
0,26376842.68,16608.03,598.98
0,27137397.13,16595.08,601.70
0,27917112.64,16581.79,604.51
0,28727090.68,16567.89,607.48
0,29553935.75,16553.66,610.55
0,30403437.50,16538.97,613.73
0,31284148.28,16523.49,617.09
0,32186022.91,16507.52,620.57
0,33111040.85,16491.03,624.17
0,34063737.83,16473.91,627.93
0,35047601.44,16455.94,631.87
0,36057723.68,16437.28,635.96
0,37095555.07,16417.85,640.23
0,38162383.12,16397.56,644.69
0,39259376.43,16376.33,649.34
0,40387557.81,16354.06,654.19
0,41547708.78,16330.55,659.26
0,42740654.06,16306.02,664.57
0,43966961.16,16280.12,670.12
0,45227118.70,16252.80,675.94
0,46521535.28,16223.98,682.03
0,47850499.64,16193.56,688.40
0,49220124.87,16161.00,695.12
0,50625202.49,16126.42,702.15
0,52065876.07,16089.91,709.53
0,53549226.72,16050.55,717.32
0,55068083.06,16008.85,725.49
0,56629551.31,15963.84,734.13
0,58229734.43,15915.54,743.21
0,59869622.79,15863.76,752.80
0,61549852.69,15807.89,762.92
0,63270287.79,15747.34,773.62
0,65030290.99,15681.80,784.95
0,66828153.74,15610.59,796.92
0,68662299.20,15533.53,809.54
0,70534153.75,15450.50,822.80
0,72439409.09,15360.98,836.70
0,74375569.41,15264.19,851.27
0,74913633.31,15236.06,855.41
0,75453200.36,15207.23,859.58
0,75994485.47,15177.83,863.82
0,76537306.96,15147.81,868.12
0,77081403.07,15117.06,872.47
0,77626913.82,15085.63,876.86
0,78173643.25,15053.49,881.31
0,78721261.79,15020.53,885.83
0,79269895.08,14986.90,890.40
0,79819011.59,14952.48,895.02
0,80368087.62,14917.21,899.70
0,80917341.37,14881.14,904.43
0,81466879.74,14844.38,909.21
0,82015952.02,14806.73,914.04
0,82564071.57,14768.16,918.91
0,83111217.99,14728.74,923.84
0,83657725.60,14688.60,928.83
0,84202102.50,14647.40,933.84
0,84745340.95,14605.51,938.92
0,85285365.08,14562.44,944.00
0,85823783.57,14518.65,949.15
0,86359567.09,14474.01,954.34
0,86891953.21,14428.42,959.55
0,87420901.12,14381.96,964.80
0,87946146.48,14334.63,970.08
0,88467844.97,14286.53,975.38
0,88984981.97,14237.49,980.70
0,89497047.65,14187.60,986.04
0,90005560.26,14137.08,991.39
0,90510532.27,14086.01,996.78
0,91010322.79,14034.13,1002.14
0,91506037.67,13981.73,1007.54
0,91997295.27,13928.79,1012.95
0,92484307.61,13875.33,1018.36
0,92966594.49,13821.38,1023.79
0,93445025.39,13767.08,1029.23
0,93919068.37,13712.42,1034.70
0,94387923.37,13657.34,1040.17
0,94853735.41,13602.14,1045.69
0,95313758.20,13546.55,1051.22
0,95771976.22,13491.06,1056.85
0,96227122.73,13435.48,1062.51
0,96679442.32,13380.09,1068.28
0,97130794.46,13325.05,1074.18
0,97584110.82,13270.81,1080.34
0,98037754.51,13217.28,1086.67
0,98496579.05,13165.33,1093.41
0,98963373.52,13115.75,1100.66
0,99444893.28,13070.56,1108.75
0,99943815.85,13033.10,1118.06
0,100452738.41,13012.12,1129.06
0,100917924.66,13017.72,1141.29
0,101261350.88,13051.41,1152.85
0,101499201.40,13100.02,1163.06
0,101670866.54,13155.55,1172.28
0,101798661.60,13214.95,1180.83
0,101897660.35,13276.65,1188.98
0,101976839.93,13339.79,1196.91
0,102041340.62,13403.91,1204.76
0,102094616.62,13468.77,1212.60
0,102139257.43,13534.06,1220.52
0,102175787.93,13599.64,1228.61
0,102207032.69,13665.37,1236.92
0,102233931.30,13731.07,1245.48
0,102257126.10,13796.59,1254.35
0,102277177.35,13861.84,1263.55
0,102294586.50,13926.63,1273.08
0,102309697.17,13990.62,1283.02
0,102322762.46,14053.60,1293.42
0,102334240.64,14115.18,1304.15
0,102344252.67,14175.16,1315.26
0,102353057.95,14233.18,1326.59
0,102360958.79,14288.40,1337.80
0,102367895.52,14339.51,1348.71
0,102374074.58,14385.78,1358.95
0,102379599.73,14424.18,1367.36
0,102384419.16,14453.83,1373.61
0,102388650.66,14470.07,1375.92
0,102392261.03,14473.62,1374.30
0,102395319.69,14465.57,1369.05
0,102397940.20,14449.30,1361.41
0,102400452.00,14424.41,1351.06
0,102402965.68,14388.59,1337.56
0,102405358.36,14344.28,1322.13
0,102407665.31,14294.95,1306.38
0,102409935.73,14241.89,1291.18
0,102412215.67,14185.74,1277.07
0,102414549.03,14126.49,1264.57
0,102416980.42,14064.21,1254.33
0,102419541.02,13999.76,1246.52
0,102422261.97,13934.01,1241.65
0,102425126.74,13867.46,1239.93
0,102428115.25,13801.11,1241.48
0,102431207.41,13735.99,1246.39
0,102434376.19,13672.71,1253.99
0,102437610.87,13611.18,1263.55
0,102440929.76,13551.23,1274.61
0,102444339.44,13492.14,1286.42
0,102447867.23,13433.43,1298.56
0,102451528.81,13374.60,1310.58
2,102455327.24,13315.49,1322.27
2,102462418.15,13209.65,1341.21
2,102469984.37,13101.80,1357.59
2,102477996.99,12992.62,1371.65
2,102486420.41,12882.56,1383.74
2,102495277.25,12772.37,1394.40
2,102504487.49,12661.97,1403.36
2,102514003.33,12551.53,1410.89
2,102523834.79,12441.52,1417.66
2,102533942.72,12331.92,1423.56
2,102544261.27,12222.65,1428.36
2,102554731.67,12113.76,1432.11
2,102565314.04,12005.41,1435.25
2,102575992.75,11897.64,1437.82
2,102586678.33,11790.36,1439.56
2,102597385.17,11683.73,1440.92
2,102608038.48,11577.69,1441.62
2,102618602.52,11472.25,1441.75
2,102629064.24,11367.46,1441.47
2,102639376.81,11263.31,1440.65
2,102649505.92,11159.81,1439.33
2,102659458.89,11056.99,1437.70
2,102669253.37,10954.89,1435.93
2,102678832.96,10853.48,1433.59
2,102688174.32,10752.80,1430.75
2,102697274.92,10652.82,1427.61
2,102706163.97,10553.56,1424.33
2,102714829.75,10455.06,1420.74
2,102723272.26,10357.30,1416.89
2,102731493.21,10260.30,1412.77
2,102739480.18,10164.06,1408.30
2,102747264.55,10068.59,1403.74
2,102754841.68,9973.93,1398.97
2,102762204.43,9880.07,1393.89
2,102769360.57,9787.00,1388.58
2,102776300.28,9694.73,1382.94
2,102783035.97,9603.25,1377.09
2,102789574.72,9512.56,1371.08
2,102795921.90,9422.66,1364.88
2,102802078.68,9333.55,1358.48
2,102808055.91,9245.24,1351.89
2,102813855.67,9157.71,1345.11
2,102819475.09,9070.98,1338.14
2,102824927.44,8985.02,1331.02
2,102830218.34,8899.85,1323.76
2,102835348.94,8815.46,1316.34
2,102840325.19,8731.85,1308.77
2,102845155.90,8649.01,1301.09
2,102849843.52,8566.94,1293.29
2,102854389.06,8485.63,1285.36
2,102858794.40,8405.09,1277.28
2,102863074.89,8325.29,1269.17
2,102867232.27,8246.24,1260.97
2,102871270.74,8167.94,1252.68
2,102875193.17,8090.37,1244.31
2,102879005.52,8013.54,1235.89
2,102882710.74,7937.43,1227.42
2,102886310.94,7862.04,1218.87
2,102889812.15,7787.38,1210.27
2,102893218.88,7713.42,1201.64
2,102896532.75,7640.17,1192.96
2,102899759.01,7567.60,1184.27
2,102902899.75,7495.74,1175.54
2,102905958.01,7424.56,1166.78
2,102908938.85,7354.06,1158.02
2,102911843.02,7284.22,1149.29
2,102914673.52,7215.06,1140.50
2,102917429.91,7146.58,1131.66
2,102920116.67,7078.75,1122.81
2,102922735.11,7011.57,1113.98
2,102925287.70,6945.02,1105.17
2,102927777.86,6879.11,1096.37
2,102930207.93,6813.83,1087.60
2,102932580.41,6749.15,1078.85
2,102934896.80,6685.09,1070.13
2,102937158.04,6621.65,1061.45
2,102939367.34,6558.82,1052.80
2,102941525.35,6496.58,1044.20
2,102943633.84,6434.93,1035.62
2,102945695.03,6373.88,1027.08
2,102947710.82,6313.41,1018.56
2,102949682.03,6253.52,1010.07
2,102951610.12,6194.21,1001.61
2,102953495.63,6135.46,993.18
2,102955341.79,6077.28,984.79
2,102957150.02,6019.65,976.43
2,102958921.70,5962.58,968.11
2,102960657.74,5906.06,959.82
2,102962360.02,5850.08,951.56
2,102964031.83,5794.65,943.33
2,102965675.47,5739.75,935.11
2,102967292.81,5685.40,926.90
2,102968888.14,5631.59,918.66
2,102970468.35,5578.33,910.39
2,102972042.62,5525.64,902.00
2,102973636.87,5473.57,893.37
2,102975273.42,5422.19,884.36
2,102976969.10,5371.55,874.85
2,102978728.11,5321.68,864.83
2,102980550.20,5272.63,854.22
2,102982464.97,5224.53,842.85
2,102984502.15,5177.55,830.54
2,102986763.46,5132.26,816.68
2,102989582.85,5090.50,799.70
2,102992605.94,5051.44,781.01
2,102995694.73,5014.13,761.67
2,102998844.08,4978.19,742.09
2,103002082.09,4943.15,722.62
2,103005420.26,4908.32,703.72
2,103008949.36,4872.96,685.83
2,103012757.93,4835.89,669.81
2,103016951.24,4795.43,657.39
2,103021533.67,4751.01,651.82
2,103026001.85,4706.46,655.87
2,103029885.36,4667.38,668.62
2,103033146.45,4634.07,686.27
2,103035976.92,4604.59,706.67
2,103038528.78,4578.51,729.35
2,103040899.64,4554.31,753.56
2,103043179.97,4531.51,779.16
2,103045407.68,4510.20,806.20
2,103047635.63,4489.84,834.52
2,103049908.44,4470.23,864.09
2,103052281.74,4451.10,894.85
2,103054802.70,4432.81,926.99
2,103057567.90,4414.44,960.18
2,103060661.91,4396.91,994.81
2,103064275.31,4379.27,1030.50
2,103068593.16,4361.94,1067.36
2,103073911.52,4344.94,1105.32
2,103080405.47,4328.59,1144.38
2,103088059.88,4312.11,1184.10
2,103096549.80,4296.17,1224.92
2,103105556.45,4280.77,1267.04
2,103114907.08,4265.03,1310.17
2,103124445.55,4250.22,1355.12
2,103134111.96,4235.22,1401.40
2,103143871.02,4220.45,1449.31
2,103153721.47,4205.79,1498.83
2,103163674.64,4191.41,1550.15
2,103173698.35,4177.05,1603.18
2,103183908.86,4162.97,1658.02
2,103194229.43,4149.03,1714.76
2,103204854.28,4136.05,1773.88
2,103215358.55,4123.25,1835.58
2,103225849.14,4110.23,1899.86
2,103236420.48,4096.95,1966.95
2,103247438.77,4083.50,2037.27
2,103259267.10,4070.30,2110.66
2,103273394.71,4058.84,2176.10
2,103294772.99,4052.60,2215.52
3,103342408.26,4048.71,2239.60
3,103353184.03,4048.81,2239.61
3,103366626.06,4049.20,2238.15
3,103383491.48,4049.92,2235.02
3,103403302.44,4050.98,2230.04
3,103425783.77,4052.27,2223.94
3,103450215.21,4053.64,2217.35
3,103472374.43,4055.14,2210.04
3,103501387.94,4056.46,2203.93
3,103531537.22,4057.74,2198.06
3,103561624.81,4059.03,2192.12
3,103589985.14,4060.40,2185.72
3,103620139.28,4061.74,2179.57
3,103650673.47,4063.08,2173.29
3,103679989.95,4064.49,2166.66
3,103709642.89,4065.89,2159.95
3,103740233.10,4067.40,2153.44
3,103772219.76,4068.75,2146.90
3,103804066.90,4070.13,2140.23
3,103834629.57,4071.54,2133.27
3,103862426.41,4073.30,2126.35
3,103892473.50,4074.73,2119.27
3,103922289.11,4076.20,2112.20
3,103950243.13,4077.86,2105.10
3,103979465.42,4079.35,2097.94
3,104008610.71,4080.82,2090.75
3,104037559.15,4082.30,2083.52
3,104300826.87,4097.70,2012.01
3,104540465.56,4113.53,1940.70
3,104751912.64,4129.97,1870.70
3,104948159.77,4145.58,1801.74
3,105130780.83,4161.79,1735.30
3,105302845.89,4178.52,1671.35
3,105469429.71,4195.30,1609.56
3,105631755.74,4211.75,1549.68
3,105797085.13,4228.43,1492.05
3,105960404.73,4245.92,1436.99
3,106128167.49,4263.12,1383.69
3,106298711.20,4281.32,1332.90
3,106480469.20,4299.59,1283.96
3,106675061.60,4318.25,1237.04
3,106886862.17,4337.96,1192.40
3,107124978.23,4359.06,1150.26
3,107400369.38,4381.74,1110.71
3,107741358.42,4407.10,1074.60
3,108187326.99,4437.16,1044.19
3,108788151.59,4474.77,1027.08
3,109397333.47,4515.84,1035.44
3,109852719.04,4550.99,1061.22
3,110146502.62,4581.49,1094.40
3,110339298.69,4612.34,1129.16
3,110532543.23,4645.51,1163.04
3,110711089.33,4676.99,1199.65
3,110888160.34,4708.38,1237.65
3,110987765.97,4741.55,1275.84
3,111073803.68,4777.65,1312.41
3,111149673.66,4815.60,1348.04
3,111228811.60,4856.51,1380.70
3,111320968.96,4902.51,1403.87
3,111652301.33,4941.10,1422.74
3,111907226.91,4984.15,1451.27
3,111997312.84,5032.91,1472.07
3,112083182.33,5083.12,1489.72
3,112186155.13,5134.54,1504.34
3,112302006.51,5186.25,1520.07
3,112470770.40,5238.35,1535.26
3,113029074.24,5272.56,1566.23
3,113251941.70,5218.99,1562.80
3,113487650.19,5176.98,1564.71
3,113736655.10,5127.01,1566.34
3,113949472.13,5174.72,1590.69
3,114211946.60,5223.39,1613.00
3,114378397.30,5253.99,1623.87
3,114526498.89,5200.40,1618.52
3,114639396.07,5147.25,1611.77
3,114727805.97,5094.76,1602.81
3,114818456.91,5042.70,1595.31
3,114932420.72,4991.34,1587.44
3,115034544.95,4940.86,1575.93
3,115199809.47,4897.40,1569.25
3,115301206.53,4848.74,1553.14
3,115453877.64,4803.96,1532.67
3,115667834.37,4790.35,1537.08
3,115977660.09,4748.29,1515.90
3,116143798.33,4709.13,1481.55
3,116261770.52,4671.29,1444.85
3,116354078.87,4635.08,1406.87
3,116455233.64,4596.42,1376.26
3,116563557.10,4562.73,1338.40
3,116628232.22,4541.43,1336.81
3,116672188.46,4555.59,1380.83
3,116814617.61,4561.04,1349.20
3,116926476.16,4527.40,1313.32
3,117052546.57,4489.60,1287.21
3,117211006.11,4450.99,1273.69
3,117363076.41,4415.50,1276.78
3,117473261.76,4384.65,1294.65
3,117542802.53,4358.34,1321.74
3,117584672.44,4335.71,1353.79
3,117609585.05,4315.38,1388.12
3,117624877.94,4297.47,1423.73
3,117634680.44,4281.56,1459.60
4,117641268.06,4266.70,1494.83
4,117645750.34,4254.23,1528.77
4,117649574.18,4240.86,1567.54
4,117653006.42,4226.36,1612.37
4,117656249.35,4211.92,1661.58
4,117659536.39,4197.20,1713.80
4,117663163.78,4182.82,1769.18
4,117668256.30,4168.80,1827.58
4,117676799.32,4179.22,1795.76
4,117681201.33,4195.14,1737.18
4,117686039.25,4210.51,1680.97
4,117694293.97,4223.69,1631.24
4,117709106.38,4232.16,1599.60
4,117726913.36,4225.65,1613.29
4,117738921.39,4210.73,1660.03
4,117748410.12,4195.03,1713.53
4,117757263.97,4179.38,1770.22
4,117766260.65,4164.30,1829.47
4,117775742.43,4149.15,1890.48
4,117785993.69,4134.28,1953.32
4,117797079.56,4119.76,2018.00
4,117809096.21,4105.59,2084.52
4,117822104.84,4091.56,2152.71
4,117836112.33,4077.67,2222.65
4,117851129.75,4063.73,2294.21
4,117867223.13,4050.35,2368.02
4,117884330.18,4037.00,2443.71
4,117902435.54,4023.82,2521.52
4,117921388.19,4010.63,2601.55
4,117941048.54,3997.48,2684.05
4,117961190.60,3984.36,2769.24
4,117981629.37,3971.32,2857.40
4,118002112.79,3958.23,2948.62
4,118022389.85,3945.24,3043.30
4,118042275.06,3932.48,3141.83
4,118061551.22,3919.10,3243.38
4,118080202.29,3905.75,3348.78
4,118098338.22,3892.77,3458.48
4,118115832.53,3879.74,3572.10
4,118132671.74,3866.54,3689.52
4,118148861.05,3853.25,3810.96
4,118164498.20,3840.27,3937.25
4,118179846.89,3827.20,4067.13
4,118194241.46,3814.07,4201.91
4,118208201.69,3801.00,4340.58
4,118221318.71,3788.16,4485.26
4,118234353.01,3775.37,4633.56
4,118246559.01,3762.09,4786.36
4,118258441.29,3749.33,4945.06
4,118270028.23,3736.56,5108.61
4,118281277.72,3723.67,5276.92
4,118292154.16,3710.69,5450.26
4,118302732.23,3698.03,5629.57
4,118312968.15,3685.26,5814.14
4,118322886.46,3672.53,6004.33
4,118332534.53,3660.15,6201.06
4,118341841.44,3647.43,6402.79
4,118350900.36,3634.97,6611.02
4,118359666.15,3622.64,6825.60
4,118368164.38,3610.32,7046.48
4,118376392.21,3598.05,7273.84
4,118384394.48,3585.97,7508.00
4,118392122.18,3573.88,7748.83
4,118399635.31,3561.74,7995.72
4,118406896.22,3549.67,8249.79
4,118414012.33,3537.92,8510.80
4,118420848.63,3525.81,8777.68
4,118427573.50,3514.26,9051.94
4,118434133.67,3502.62,9332.28
4,118440549.08,3491.35,9618.99
4,118446851.80,3480.17,9910.84
4,118452484.65,3471.23,10153.87
4,118456258.21,3466.98,10291.20
4,118458813.67,3463.24,10412.75
4,118462117.83,3458.67,10570.08
4,118465043.59,3456.21,10668.02
4,118466596.21,3454.22,10751.55
4,118468068.68,3451.63,10839.50
4,118469789.69,3446.91,11000.08
4,118470467.05,3448.47,10968.55
4,118472056.51,3442.37,11170.87
4,118472681.44,3447.78,11024.66
4,118473654.90,3443.03,11164.86
4,118474251.95,3444.62,11126.03
4,118474659.20,3447.43,11044.67
4,118475445.61,3440.04,11283.74
4,118476371.79,3439.67,11300.37
4,118478443.27,3429.95,11603.56
4,118480636.85,3423.37,11815.63
4,118482902.98,3418.97,11959.62
4,118484769.95,3413.18,12147.10
4,118487245.01,3405.46,12414.97
4,118489352.51,3398.41,12652.58
4,118491457.53,3392.17,12861.29
4,118493409.40,3386.58,13062.23
4,118495501.93,3380.01,13292.02
4,118498022.69,3371.11,13606.25
4,118500863.67,3361.00,13974.38
4,118503414.26,3352.30,14288.44
4,118505859.90,3343.04,14634.03
4,118508882.17,3331.50,15073.46
5,118511759.64,3321.52,15466.99
5,118512091.49,3328.18,15181.15
5,118512841.62,3331.80,15028.94
5,118513058.77,3336.90,14823.90
5,118513566.90,3328.34,15177.56
5,118515297.44,3320.05,15509.67
5,118517539.28,3311.95,15831.86
5,118520127.29,3304.08,16139.78
5,118522694.74,3295.93,16452.48
5,118525488.46,3288.17,16756.95
5,118528642.42,3280.50,17033.58
5,118532350.79,3273.79,17245.24
5,118536588.84,3270.50,17264.66
5,118539139.93,3275.98,16921.43
5,118540569.58,3283.52,16539.39
5,118541586.15,3291.36,16156.99
5,118542377.72,3299.48,15781.07
5,118543035.51,3307.68,15412.41
5,118543612.11,3315.97,15051.95
5,118544133.23,3324.34,14699.75
5,118544622.43,3332.42,14353.24
5,118545106.39,3340.82,14017.07
5,118545642.01,3349.31,13689.73
5,118546619.41,3357.74,13378.15
5,118548009.26,3350.58,13640.34
5,118548632.40,3341.90,13964.55
5,118549202.73,3333.25,14297.19
5,118549750.74,3324.61,14637.86
5,118550236.32,3315.86,14986.22
5,118550906.63,3307.01,15339.18
5,118551432.47,3298.46,15705.23
5,118552207.34,3289.55,16073.38
5,118552865.41,3281.04,16455.80
5,118553651.33,3272.28,16843.27
5,118555176.42,3263.06,17220.96
5,118556836.46,3254.21,17594.00
5,118558980.29,3245.55,17936.26
5,118560570.75,3236.46,18328.83
5,118562515.41,3227.88,18671.02
5,118564552.54,3219.22,19003.37
5,118566508.05,3209.44,19387.07
5,118568726.76,3200.51,19722.57
5,118570427.17,3198.41,19702.76
5,118570985.67,3189.25,20163.20
5,118571567.17,3180.05,20633.65
5,118572315.73,3179.42,20588.25
5,118572477.05,3187.65,20105.51
5,118572514.15,3195.84,19633.26
5,118572529.99,3204.22,19173.90
5,118572542.40,3212.83,18727.64
5,118572554.61,3221.20,18288.97
5,118572569.45,3229.91,17864.22
5,118572615.83,3238.30,17445.47
5,118572763.78,3230.08,17860.79
5,118572860.27,3221.46,18286.94
5,118572963.89,3212.44,18718.53
5,118573084.30,3204.02,19166.14
5,118573222.04,3195.50,19623.30
5,118573385.87,3186.82,20089.20
5,118573589.91,3178.10,20563.98
5,118573862.49,3169.11,21047.38
5,118574237.36,3160.41,21545.35
5,118575573.95,3150.70,21929.54
5,118575910.46,3158.19,21410.99
5,118575941.55,3165.67,20910.74
5,118575945.72,3173.67,20419.09
5,118575948.83,3182.09,19943.05
5,118575951.62,3190.46,19476.80
5,118575954.55,3198.95,19022.56
5,118575959.22,3201.97,18998.68
5,118575962.31,3193.82,19456.20
5,118575965.09,3185.46,19922.31
5,118575967.75,3177.09,20399.30
5,118575970.30,3168.73,20887.55
5,118575972.79,3160.29,21386.14
5,118575975.25,3151.83,21896.25
5,118575977.71,3143.54,22420.24
5,118575980.16,3135.91,22963.64
5,118575982.58,3130.46,23543.57
5,118575985.00,3125.02,24138.15
5,118575987.50,3123.08,24767.60
5,118575990.00,3121.41,25415.04
5,118575992.53,3122.53,26075.81
5,118575995.09,3125.75,26750.97
5,118575997.84,3130.97,27425.65
5,118576000.73,3137.76,28103.07
5,118576004.39,3147.35,28751.17
5,118576008.89,3158.68,29371.19
5,118576015.16,3173.38,29893.34
5,118576023.93,3192.47,30138.30
5,118576034.51,3211.89,29944.98
5,118576045.33,3226.59,29409.07
5,118576055.73,3235.45,28727.19
5,118576066.50,3241.48,28026.49
5,118576077.57,3245.71,27327.40
5,118576089.55,3245.54,26628.92
5,118576102.70,3244.93,25948.76
5,118576117.49,3243.69,25286.62
5,118576133.87,3241.86,24642.79
5,118576151.43,3240.03,24015.32
5,118576170.53,3238.67,23402.90
5,118576192.18,3238.46,22804.73
5,118576214.54,3240.13,22224.08
5,118576237.05,3242.21,21658.78
5,118576259.58,3244.42,21108.21
5,118576282.82,3247.63,20574.96
5,118576306.48,3250.97,20055.64
5,118576330.78,3254.39,19549.73
5,118576356.21,3257.91,19056.96
5,118576385.12,3262.02,18579.05
5,118576420.99,3265.24,18109.74
5,118576497.39,3264.61,17660.02
5,118576607.83,3248.03,17908.35
5,118576676.17,3235.13,18277.48
5,118576741.15,3223.10,18668.54
5,118576811.62,3211.36,19072.02
5,118576896.22,3199.70,19484.97
5,118576997.88,3188.40,19911.89
5,118577117.73,3177.49,20353.87
5,118577270.55,3167.56,20819.41
5,118577468.74,3157.50,21292.91
5,118577736.32,3148.33,21789.96
5,118578120.96,3139.26,22296.16
5,118579339.14,3128.67,22728.89
5,118580264.37,3132.44,22280.19
5,118580322.26,3140.51,21764.08
5,118580328.13,3148.18,21249.64
5,118580331.33,3156.12,20748.96
5,118580334.01,3164.40,20264.63
5,118580336.57,3173.02,19794.32
5,118580339.61,3181.97,19338.60
5,118580344.16,3177.39,19735.92
5,118580346.92,3169.06,20208.63
5,118580349.51,3160.73,20692.32
5,118580351.96,3152.43,21187.77
5,118580354.35,3143.95,21692.54
5,118580356.67,3135.63,22211.05
5,118580358.96,3127.42,22743.25
5,118580361.10,3123.04,23325.46
5,118580363.24,3118.69,23922.73
5,118580365.34,3117.30,24548.17
5,118580367.44,3116.14,25191.04
5,118580369.51,3117.48,25846.55
5,118580371.56,3120.67,26515.94
5,118580373.65,3125.32,27190.13
5,118580375.79,3131.75,27866.05
5,118580378.25,3139.35,28542.03
5,118580380.95,3147.82,29222.00
5,118580384.45,3158.21,29879.33
5,118580388.49,3169.90,30517.95
5,118580393.53,3184.11,31094.65
5,118580400.41,3201.62,31516.87
5,118580409.12,3221.57,31684.15
5,118580418.97,3241.39,31504.71
5,118580428.96,3257.75,31039.27
5,118580438.78,3270.55,30406.34
5,118580448.48,3278.52,29685.86
5,118580458.28,3285.41,28971.40
5,118580468.43,3288.31,28237.71
5,118580478.72,3290.37,27522.11
5,118580489.64,3288.19,26822.26
5,118580500.71,3285.68,26141.96
5,118580512.72,3280.98,25490.07
5,118580525.42,3276.12,24855.67
5,118580539.05,3271.03,24238.70
5,118580554.29,3265.95,23637.02
5,118580570.61,3261.09,23048.85
5,118580588.21,3257.60,22468.99
5,118580606.79,3256.02,21896.90
5,118580625.91,3256.79,21337.56
5,118580645.01,3257.78,20792.78
5,118580664.40,3259.14,20262.52
5,118580684.79,3261.37,19747.44
5,118580707.63,3262.84,19243.95
5,118580736.37,3263.43,18752.40
5,118580792.93,3257.48,18310.31
5,118580867.67,3239.10,18482.27
5,118580918.76,3224.14,18818.99
5,118580966.48,3210.46,19189.85
5,118581017.31,3197.52,19581.90
5,118581078.31,3184.61,19981.49
