Phase,Time (years),Teff (K),Luminosity (Lsun)
5,118581155.21,3171.80,20390.30
5,118581250.74,3159.76,20821.56
5,118581374.29,3148.49,21275.34
5,118581542.38,3138.21,21754.28
5,118581765.59,3128.91,22259.38
5,118582065.08,3119.74,22777.33
5,118583133.83,3108.63,23223.36
5,118584728.51,3101.25,23292.27
5,118585093.43,3107.93,22736.78
5,118585134.47,3115.36,22209.58
5,118585138.43,3123.10,21686.43
5,118585141.13,3131.08,21176.68
5,118585143.49,3139.46,20683.34
5,118585145.82,3148.04,20203.89
5,118585149.43,3155.80,19907.58
5,118585152.74,3148.53,20394.63
5,118585155.37,3140.23,20882.49
5,118585157.83,3131.95,21382.06
5,118585160.17,3123.52,21891.48
5,118585162.40,3115.31,22415.42
5,118585164.50,3109.39,22976.36
5,118585166.53,3104.85,23561.43
5,118585168.45,3102.69,24175.84
5,118585170.38,3101.21,24807.27
5,118585172.36,3101.55,25457.90
5,118585174.32,3102.12,26124.68
5,118585176.22,3106.54,26793.03
5,118585178.11,3110.95,27478.48
5,118585180.03,3118.61,28144.56
5,118585181.99,3126.43,28824.36
5,118585184.42,3135.84,29493.09
5,118585187.10,3145.72,30167.40
5,118585190.50,3156.90,30827.81
5,118585194.49,3169.60,31458.42
5,118585199.03,3183.49,32062.60
5,118585204.69,3199.36,32598.56
5,118585211.16,3217.30,33022.17
5,118585219.49,3236.83,33264.79
5,118585230.37,3257.03,33151.96
5,118585241.82,3275.10,32726.35
5,118585252.39,3290.51,32147.74
5,118585262.46,3301.24,31446.61
5,118585272.39,3310.66,30723.86
5,118585282.47,3315.41,29961.16
5,118585292.57,3319.43,29208.68
5,118585302.70,3318.08,28467.83
5,118585312.84,3315.74,27744.47
5,118585323.24,3309.44,27067.36
5,118585333.77,3302.55,26412.28
5,118585345.07,3293.70,25797.28
5,118585357.01,3284.93,25195.74
5,118585369.66,3276.25,24607.26
5,118585383.80,3267.91,24028.51
5,118585399.94,3261.22,23446.40
5,118585417.39,3256.70,22863.11
5,118585435.52,3254.37,22282.24
5,118585453.42,3252.75,21714.40
5,118585471.71,3251.71,21160.19
5,118585490.73,3251.18,20619.50
5,118585511.66,3250.53,20092.70
5,118585539.02,3248.52,19581.78
5,118585589.47,3238.49,19158.41
5,118585656.11,3218.38,19220.42
5,118585710.67,3200.97,19491.67
5,118585760.79,3185.67,19833.79
5,118585811.00,3171.43,20207.83
5,118585868.61,3157.86,20603.51
5,118585941.39,3144.22,21003.61
5,118586036.49,3131.44,21430.23
5,118586166.31,3119.47,21881.59
5,118586348.74,3109.65,22378.93
5,118586541.58,3099.97,22891.78
5,118587111.43,3089.40,23391.26
5,118588285.19,3077.49,23791.67
5,118589685.40,3068.77,23854.29
5,118590279.51,3074.02,23283.06
5,118590328.07,3083.57,22977.32
5,118590331.82,3081.52,22754.84
5,118590335.82,3088.41,22210.32
5,118590338.26,3096.30,21688.95
5,118590340.37,3104.57,21183.54
5,118590342.43,3113.17,20693.88
5,118590345.58,3122.18,20347.72
5,118590348.70,3115.61,20850.61
5,118590351.18,3107.39,21349.32
5,118590353.49,3099.09,21858.64
5,118590355.68,3090.93,22381.72
5,118590357.66,3084.98,22940.86
5,118590359.47,3082.08,23534.41
5,118590361.20,3080.81,24149.68
5,118590362.88,3080.89,24783.15
5,118590364.63,3081.93,25431.83
5,118590366.43,3083.61,26096.52
5,118590368.36,3086.55,26772.73
5,118590370.36,3090.21,27462.97
5,118590372.32,3096.17,28146.44
5,118590374.25,3103.77,28829.15
5,118590376.24,3113.19,29493.91
5,118590378.26,3123.62,30155.19
5,118590380.87,3135.37,30797.26
5,118590383.85,3147.73,31436.67
5,118590387.75,3161.19,32054.61
5,118590392.72,3175.49,32654.84
5,118590398.13,3190.72,33228.06
5,118590404.02,3206.89,33767.85
5,118590411.05,3224.46,34239.84
5,118590419.30,3244.17,34533.91
5,118590429.78,3264.49,34527.88
5,118590441.22,3283.92,34201.60
5,118590452.10,3301.99,33739.38
5,118590462.49,3312.54,32987.59
5,118590472.88,3322.67,32244.24
5,118590483.30,3330.86,31481.20
5,118590493.80,3338.71,30732.09
5,118590505.03,3343.20,29963.50
5,118590516.22,3346.80,29213.44
5,118590527.15,3343.23,28476.80
5,118590538.02,3338.73,27768.36
5,118590548.63,3329.66,27123.50
5,118590559.38,3320.11,26502.30
5,118590570.62,3308.85,25924.55
5,118590582.50,3297.50,25361.91
5,118590595.28,3286.01,24814.89
5,118590609.47,3275.32,24265.94
5,118590625.76,3265.17,23720.88
5,118590644.46,3256.19,23174.03
5,118590663.78,3251.48,22596.51
5,118590679.40,3243.92,22060.74
5,118590694.13,3234.37,21558.09
5,118590711.89,3223.76,21082.83
5,118590737.48,3210.00,20678.87
5,118590786.28,3192.93,20380.05
5,118590858.06,3175.47,20103.90
5,118590933.98,3156.36,20212.71
5,118590987.43,3140.92,20555.90
5,118591039.94,3126.98,20946.18
5,118591105.10,3113.31,21348.91
5,118591191.19,3099.98,21765.47
5,118591309.14,3087.38,22207.10
5,118591477.36,3076.92,22700.49
5,118591656.44,3067.12,23217.24
5,118592150.51,3056.10,23710.92
5,118593201.71,3043.35,24090.30
5,118594153.11,3052.67,24298.78
5,118595173.26,3055.02,24253.76
5,118595564.43,3041.39,23823.27
5,118595664.75,3043.21,23276.15
5,118595665.45,3056.84,23716.44
5,118595666.01,3044.59,23285.67
5,118595670.98,3042.22,22755.84
5,118595673.49,3049.47,22214.66
5,118595675.48,3057.47,21697.02
5,118595677.30,3065.80,21193.79
5,118595679.20,3074.51,20707.36
5,118595682.57,3078.30,20825.94
5,118595684.86,3070.80,21331.13
5,118595686.95,3062.54,21839.27
5,118595688.86,3055.51,22374.10
5,118595690.46,3051.44,22947.83
5,118595691.90,3051.31,23546.77
5,118595693.29,3052.33,24163.58
5,118595694.68,3053.57,24796.05
5,118595696.18,3056.31,25440.09
5,118595697.72,3059.61,26097.61
5,118595699.30,3063.69,26767.31
5,118595701.03,3068.82,27444.34
5,118595702.88,3074.89,28129.46
5,118595704.72,3082.87,28801.97
5,118595706.57,3092.14,29470.16
5,118595708.76,3102.89,30120.50
5,118595711.06,3114.12,30774.63
5,118595714.02,3126.97,31395.78
5,118595717.28,3140.39,32010.15
5,118595721.03,3154.70,32605.72
5,118595724.92,3169.90,33175.57
5,118595729.05,3185.40,33745.11
5,118595735.98,3201.82,34280.03
5,118595744.10,3219.04,34780.17
5,118595752.95,3237.92,35154.90
5,118595762.62,3258.06,35324.99
5,118595773.38,3279.08,35219.91
5,118595784.28,3296.06,34674.49
5,118595794.80,3311.57,34071.70
5,118595804.76,3324.94,33388.15
5,118595814.79,3335.36,32655.01
5,118595824.90,3342.05,31860.87
5,118595835.32,3346.37,31069.03
5,118595846.13,3347.77,30276.51
5,118595856.91,3344.91,29518.11
5,118595867.68,3339.57,28786.65
5,118595878.51,3330.90,28114.20
5,118595889.34,3321.39,27469.29
5,118595899.96,3309.23,26889.36
5,118595910.58,3296.73,26330.88
5,118595921.19,3283.31,25806.85
5,118595932.36,3269.91,25293.95
5,118595944.12,3256.54,24791.93
5,118595958.79,3245.44,24252.91
5,118595974.79,3235.00,23714.63
5,118595992.00,3225.37,23176.28
5,118596008.65,3217.88,22622.92
5,118596022.54,3208.29,22110.32
5,118596037.27,3197.38,21628.97
5,118596055.55,3184.38,21199.70
5,118596081.65,3168.26,20864.37
5,118596130.61,3149.93,20626.85
5,118596197.65,3131.57,20411.84
5,118596259.80,3112.93,20581.14
5,118596307.78,3097.46,20923.65
5,118596356.90,3082.99,21300.79
5,118596418.29,3068.53,21683.20
5,118596500.40,3054.62,22085.52
5,118596616.22,3041.63,22517.68
5,118596776.90,3030.60,23002.20
5,118596965.35,3020.55,23517.66
5,118597546.03,3010.50,23979.16
5,118598000.20,3026.00,24298.22
5,118598394.68,3042.88,24545.16
5,118598872.77,3058.97,24749.33
5,118599424.80,3073.17,24914.37
5,118600107.76,3075.42,24979.80
5,118600649.32,3065.70,24693.37
5,118600850.99,3049.50,24330.62
5,118600929.88,3034.26,23936.15
5,118600954.10,3019.94,23516.85
5,118600955.90,3031.33,23908.60
5,118600956.31,3020.70,23540.05
5,118600957.39,3007.67,23090.80
5,118600958.22,2994.16,22665.53
5,118600962.27,2990.38,22180.47
5,118600964.49,2997.54,21653.31
5,118600966.26,3005.69,21151.04
5,118600967.96,3014.33,20666.48
5,118600970.54,3023.51,20452.71
5,118600972.39,3018.24,20965.60
5,118600974.00,3011.35,21479.39
5,118600975.45,3003.94,21999.49
5,118600976.61,3004.68,22575.24
5,118600977.78,3002.82,23164.65
5,118600978.90,3004.82,23768.18
5,118600979.96,3007.71,24384.33
5,118600980.97,3011.25,25013.04
5,118600982.09,3016.47,25645.01
5,118600983.28,3021.95,26290.29
5,118600984.54,3027.76,26948.49
5,118600985.94,3035.18,27601.15
5,118600987.39,3043.18,28261.93
5,118600989.15,3052.78,28908.32
5,118600990.99,3062.92,29557.41
5,118600993.10,3074.69,30180.18
5,118600995.48,3087.13,30796.36
5,118600998.20,3100.36,31400.89
5,118601001.60,3114.29,31992.59
5,118601005.39,3128.49,32587.39
5,118601009.72,3142.88,33187.99
5,118601014.37,3157.63,33786.84
5,118601019.62,3172.54,34392.00
5,118601027.06,3187.69,35000.52
5,118601037.29,3203.75,35575.93
5,118601046.89,3222.86,35928.88
5,118601056.11,3243.07,36059.41
5,118601065.02,3264.05,35979.64
5,118601074.94,3281.51,35531.06
5,118601085.33,3297.39,34923.25
5,118601095.61,3308.70,34165.67
5,118601105.94,3318.58,33396.98
5,118601116.40,3323.89,32569.42
5,118601127.10,3326.44,31751.12
5,118601138.06,3325.63,30940.10
5,118601149.21,3321.04,30170.57
5,118601160.47,3314.87,29433.12
5,118601172.00,3305.94,28748.50
5,118601183.35,3295.42,28109.66
5,118601194.62,3283.94,27503.37
5,118601207.43,3272.52,26909.54
5,118601220.42,3261.25,26326.39
5,118601233.77,3250.23,25751.72
5,118601247.59,3240.22,25173.68
5,118601262.14,3231.71,24585.12
5,118601276.62,3222.49,24021.44
5,118601290.96,3211.88,23492.13
5,118601304.61,3201.11,22977.96
5,118601318.77,3190.53,22472.49
5,118601335.96,3180.94,21963.25
5,118601350.23,3167.45,21541.31
5,118601366.62,3150.96,21216.93
5,118601386.07,3132.23,21006.25
5,118601412.15,3112.67,20871.82
5,118601455.29,3093.27,20732.56
5,118601509.69,3073.73,20682.44
5,118601555.72,3055.55,20887.90
5,118601596.60,3039.26,21194.25
5,118601640.04,3023.43,21520.88
5,118601693.47,3007.44,21842.68
5,118601762.59,2991.68,22175.08
5,118601858.91,2976.73,22540.25
5,118602001.25,2963.12,22952.78
5,118602175.30,2952.19,23443.68
5,118602526.44,2959.37,23862.44
5,118602746.81,2976.79,24109.20
5,118602992.44,2995.00,24310.80
5,118603294.87,3012.67,24550.84
5,118603688.92,3029.89,24764.29
5,118604295.05,3044.33,24960.91
5,118604981.55,3044.69,24975.83
5,118605552.16,3033.21,24786.93
5,118605941.38,3018.02,24539.86
5,118606136.09,3001.51,24207.70
5,118606207.48,2986.02,23835.38
5,118606220.97,2970.55,23470.13
5,118606222.82,2978.56,23778.95
5,118606222.96,2965.40,23333.99
5,118606223.16,2952.38,22895.05
5,118606223.67,2939.35,22466.46
5,118606223.94,2926.02,22056.07
5,118606224.13,2912.76,21652.78
5,118606224.47,2899.26,21266.98
5,118606227.41,2883.53,21236.32
5,118606229.89,2886.55,20706.82
5,118606231.38,2893.33,20213.30
5,118606232.80,2902.00,19756.34
5,118606234.85,2912.42,19594.83
5,118606235.59,2914.93,20104.09
5,118606236.09,2917.36,20626.97
5,118606236.54,2921.28,21155.08
5,118606236.98,2925.85,21693.15
5,118606237.53,2929.26,22252.81
5,118606238.14,2932.60,22827.31
5,118606238.75,2936.91,23408.83
5,118606239.34,2942.82,23992.13
5,118606240.00,2949.05,24586.46
5,118606240.71,2955.82,25188.71
5,118606241.47,2963.31,25796.24
5,118606242.20,2972.59,26386.80
5,118606242.98,2982.63,26975.87
5,118606243.90,2993.80,27552.20
5,118606244.96,3005.90,28115.26
5,118606246.16,3018.75,28667.39
5,118606247.59,3032.81,29188.73
5,118606249.33,3047.66,29688.57
5,118606251.38,3062.99,30178.00
5,118606253.86,3078.65,30663.43
5,118606257.06,3094.20,31165.55
5,118606261.21,3108.52,31735.15
5,118606265.81,3121.02,32386.58
5,118606270.91,3132.01,33098.31
5,118606276.29,3142.96,33828.25
5,118606282.02,3154.74,34549.22
5,118606287.99,3167.60,35250.67
5,118606293.09,3183.43,35837.28
5,118606298.13,3200.88,36337.67
5,118606308.71,3219.82,36720.18
5,118606321.12,3240.07,36882.90
5,118606330.79,3260.80,36751.66
5,118606341.14,3267.78,36011.49
5,118606351.64,3280.79,35371.79
5,118606362.39,3284.99,34486.91
5,118606372.94,3289.41,33632.63
5,118606381.14,3286.65,32788.02
5,118606390.32,3279.33,32000.63
5,118606401.76,3271.67,31237.29
5,118606413.87,3263.39,30504.17
5,118606424.03,3252.16,29844.19
5,118606431.54,3238.49,29263.76
5,118606439.44,3223.14,28755.49
5,118606447.81,3206.87,28295.00
5,118606457.82,3190.61,27845.29
5,118606469.80,3176.79,27317.09
5,118606473.57,3162.89,26803.13
5,118606475.69,3148.39,26318.72
5,118606481.54,3130.24,26076.87
5,118606489.62,3113.06,25828.84
5,118606502.97,3098.28,25517.47
5,118606519.02,3088.32,24986.38
5,118606533.05,3077.50,24448.64
5,118606544.42,3065.21,23962.53
5,118606551.50,3049.95,23572.00
5,118606559.22,3033.58,23235.50
5,118606569.34,3017.66,22887.70
5,118606581.76,3004.32,22460.80
5,118606593.18,2991.48,22029.09
5,118606607.72,2978.78,21603.26
5,118606630.44,2964.53,21234.36
5,118606652.00,2947.52,20990.58
5,118606674.00,2929.10,20856.82
5,118606709.12,2910.80,20723.35
5,118606766.51,2892.44,20677.67
5,118606814.10,2875.81,20916.49
5,118606857.89,2860.72,21234.20
5,118606911.03,2845.80,21560.13
5,118606982.46,2830.79,21883.77
5,118607081.69,2816.15,22222.80
5,118607218.04,2814.00,22597.36
5,118607319.95,2829.66,22898.70
5,118607401.03,2847.08,23082.99
5,118607466.54,2865.25,23193.06
5,118607541.49,2883.56,23300.65
5,118607604.64,2902.10,23337.95
5,118607756.54,2918.55,23543.26
5,118607908.03,2936.14,23549.11
5,118608225.94,2950.78,23660.36
5,118608541.94,2965.78,23679.91
5,118608798.14,2981.96,23641.29
5,118608979.40,2998.11,23572.22
5,118609160.34,3008.26,23485.41
5,118609214.68,3027.56,23469.62
5,118609254.81,3047.00,23472.23
5,118609293.46,3066.63,23462.41
5,118609326.65,3086.37,23441.87
5,118609356.06,3106.28,23440.83
5,118609385.19,3126.40,23421.33
5,118609409.15,3146.52,23421.18
5,118609432.46,3166.83,23419.16
5,118609453.61,3187.34,23413.42
5,118609473.18,3207.89,23411.87
5,118609490.97,3228.66,23402.64
5,118609507.32,3249.52,23398.82
5,118609523.22,3270.50,23389.82
5,118609537.39,3291.60,23392.05
5,118609550.60,3312.86,23385.69
