Phase,Time (years),Teff (K),Luminosity (Lsun)
5,1352772480.94,3366.53,2815.00
5,1352772501.32,3327.02,3140.75
5,1352772520.96,3287.20,3502.73
5,1352772540.64,3247.66,3906.05
5,1352772561.33,3208.78,4356.25
5,1352772584.30,3168.42,4852.86
5,1352772612.19,3128.74,5406.68
5,1352772650.57,3087.98,6017.82
5,1352772715.79,3046.90,6694.31
5,1352773011.39,3016.01,7223.42
5,1352773215.87,3057.14,6495.54
5,1352773371.10,3097.82,5837.09
5,1352773562.88,3138.02,5242.18
5,1352774101.52,3177.81,4705.36
5,1352774933.11,3217.75,4222.62
5,1352775742.31,3257.13,3787.09
5,1352776744.55,3296.98,3396.60
5,1352777986.48,3336.43,3044.90
5,1352779920.77,3376.36,2729.66
5,1352781315.08,3416.17,2446.22
5,1352785464.10,3452.07,2229.87
5,1352789398.18,3411.51,2487.76
5,1352796267.25,3371.32,2775.11
5,1352802298.30,3331.23,3095.22
5,1352809585.01,3291.56,3452.11
5,1352819447.00,3251.76,3848.81
5,1352835550.34,3211.11,4287.46
5,1352874313.30,3168.24,4764.62
5,1352894172.23,3182.83,4546.81
5,1352895142.17,3216.32,4151.23
5,1352895168.53,3255.68,3723.41
5,1352895191.20,3295.23,3338.98
5,1352895213.83,3335.28,2994.28
5,1352895237.49,3374.93,2683.88
5,1352895264.00,3415.72,2406.52
5,1352895318.06,3434.07,2288.24
5,1352895347.24,3393.72,2552.97
5,1352895369.14,3353.34,2847.59
5,1352895388.76,3314.16,3177.38
5,1352895407.45,3274.47,3543.56
5,1352895425.94,3234.76,3950.88
5,1352895445.10,3195.31,4404.45
5,1352895466.08,3155.35,4907.17
5,1352895490.86,3115.44,5465.92
5,1352895522.98,3074.54,6082.54
5,1352895572.58,3033.08,6763.76
5,1352895680.59,2990.59,7512.91
5,1352896019.45,3008.31,7169.91
5,1352896174.45,3049.74,6449.10
5,1352896350.29,3090.77,5797.03
5,1352896701.61,3131.55,5208.29
5,1352897532.98,3170.64,4673.16
5,1352898280.52,3210.28,4193.31
5,1352899203.84,3250.10,3761.93
5,1352900365.39,3290.12,3374.41
5,1352902335.21,3329.90,3025.66
5,1352903583.36,3369.57,2712.20
5,1352906938.15,3406.73,2456.02
5,1352911944.14,3366.72,2739.98
5,1352919303.52,3326.80,3055.98
5,1352925375.09,3287.11,3408.26
5,1352932023.57,3247.38,3800.06
5,1352942038.26,3207.06,4234.15
5,1352961342.20,3167.06,4694.24
5,1353001377.68,3131.67,5066.13
5,1353009576.77,3164.93,4613.02
5,1353009615.47,3204.34,4144.20
5,1353009635.99,3244.16,3718.15
5,1353009655.83,3283.59,3334.20
5,1353009676.30,3323.50,2989.92
5,1353009698.38,3363.00,2679.92
5,1353009726.65,3403.24,2402.50
5,1353009774.15,3378.22,2574.09
5,1353009795.88,3338.49,2871.85
5,1353009814.45,3298.54,3202.87
5,1353009831.74,3259.02,3571.96
5,1353009848.69,3219.67,3982.91
5,1353009866.04,3179.89,4438.85
5,1353009884.76,3140.23,4945.85
5,1353009906.15,3099.86,5506.76
5,1353009933.12,3058.69,6126.08
5,1353009971.58,3017.15,6810.83
5,1353010037.58,2974.14,7561.12
5,1353010342.19,2950.18,7975.20
5,1353010505.02,2993.04,7184.91
5,1353010655.17,3035.20,6466.77
5,1353010880.32,3076.14,5813.45
5,1353011529.44,3117.12,5224.55
5,1353012181.60,3156.78,4689.74
5,1353012943.47,3196.89,4209.56
5,1353013918.37,3236.45,3776.33
5,1353015893.39,3275.96,3386.73
5,1353016829.52,3315.60,3036.81
5,1353019784.55,3343.95,2816.66
5,1353024673.61,3304.09,3141.25
5,1353033495.15,3264.29,3502.11
5,1353039504.19,3224.43,3903.81
5,1353047460.57,3184.21,4349.01
5,1353061496.80,3142.33,4838.57
5,1353097936.64,3096.06,5351.50
5,1353118599.07,3110.06,5069.31
5,1353118843.29,3144.68,4616.98
5,1353118862.15,3184.78,4144.75
5,1353118879.28,3224.87,3719.64
5,1353118896.64,3264.44,3336.17
5,1353118915.09,3304.25,2991.88
5,1353118936.44,3343.96,2682.25
5,1353118980.15,3352.41,2623.12
5,1353119002.13,3312.93,2926.46
5,1353119019.51,3273.08,3263.41
5,1353119035.41,3233.53,3638.80
5,1353119050.84,3193.95,4056.22
5,1353119066.57,3154.09,4519.49
5,1353119083.41,3113.90,5033.18
5,1353119102.53,3073.29,5601.95
5,1353119126.03,3031.71,6228.82
5,1353119158.26,2989.14,6918.20
5,1353119208.87,2945.29,7672.97
5,1353119333.28,2900.10,8496.36
5,1353119635.45,2933.20,7834.62
5,1353119778.32,2977.38,7066.86
5,1353119979.85,3020.03,6363.73
5,1353120536.98,3061.26,5722.68
5,1353121153.87,3101.93,5142.42
5,1353121871.86,3142.47,4619.05
5,1353122769.14,3182.28,4145.89
5,1353125002.65,3222.30,3720.82
5,1353125891.14,3261.50,3336.74
5,1353128249.56,3286.24,3126.01
5,1353131911.83,3246.43,3485.08
5,1353142108.23,3208.60,3857.00
5,1353148455.14,3168.23,4296.40
5,1353157245.43,3127.01,4781.62
5,1353172788.06,3089.82,5219.17
5,1353190037.99,3061.37,5523.36
5,1353209836.34,3042.13,5659.57
5,1353222342.09,3062.16,5290.11
5,1353222374.42,3098.08,4811.52
5,1353222389.67,3138.31,4321.28
5,1353222404.19,3178.59,3879.91
5,1353222419.15,3218.82,3482.40
5,1353222435.20,3258.90,3124.51
5,1353222453.95,3298.59,2802.05
5,1353222493.81,3305.33,2754.08
5,1353222512.61,3265.94,3071.80
5,1353222527.80,3226.39,3424.98
5,1353222541.88,3186.53,3817.08
5,1353222555.73,3146.49,4252.36
5,1353222570.05,3106.32,4735.45
5,1353222585.67,3065.22,5268.58
5,1353222603.90,3023.54,5857.29
5,1353222626.76,2980.52,6502.89
5,1353222658.09,2936.27,7209.50
5,1353222705.18,2891.30,7983.78
5,1353222816.40,2845.15,8826.65
5,1353223090.44,2861.45,8445.35
5,1353223229.33,2906.65,7630.75
5,1353223411.99,2951.32,6887.62
5,1353223890.30,2994.49,6206.45
5,1353224484.29,3036.25,5584.51
5,1353225167.58,3077.22,5020.27
5,1353226002.28,3117.99,4510.84
5,1353227915.98,3158.35,4050.99
5,1353229149.32,3198.02,3635.42
5,1353231137.75,3232.25,3316.83
5,1353234779.83,3192.28,3696.20
5,1353244957.61,3152.34,4104.34
5,1353250890.33,3111.05,4567.30
5,1353260397.85,3068.21,5068.83
5,1353273047.78,3031.55,5483.36
5,1353294690.62,2991.94,5824.26
5,1353318874.83,2971.28,5783.65
5,1353319793.18,3006.89,5268.78
5,1353319807.13,3049.41,4743.05
5,1353319819.23,3091.00,4265.24
5,1353319831.48,3131.68,3831.92
5,1353319844.45,3172.50,3441.77
5,1353319858.62,3212.69,3089.22
5,1353319876.94,3252.26,2771.04
5,1353319909.24,3235.45,2912.25
5,1353319923.32,3195.90,3246.42
5,1353319935.39,3155.98,3617.12
5,1353319946.90,3115.45,4027.44
5,1353319958.52,3074.78,4482.47
5,1353319970.95,3033.13,4983.84
5,1353319984.92,2990.48,5535.20
5,1353320001.77,2946.28,6137.63
5,1353320023.68,2901.28,6797.36
5,1353320053.84,2855.61,7519.39
5,1353320096.82,2808.92,8304.63
5,1353320182.70,2762.06,9162.91
5,1353320441.21,2757.40,9143.68
5,1353320575.45,2801.92,8268.89
5,1353320735.95,2847.10,7477.33
5,1353321103.71,2892.97,6761.59
5,1353321653.66,2936.99,6100.96
5,1353322257.06,2980.68,5500.60
5,1353322987.63,3023.01,4952.03
5,1353323930.54,3065.01,4455.29
5,1353325889.45,3105.87,4003.95
5,1353326589.41,3146.37,3596.27
5,1353330331.82,3128.10,3773.42
5,1353338049.49,3086.28,4192.70
5,1353343657.17,3043.22,4657.26
5,1353351008.82,2997.81,5161.12
5,1353363221.10,2947.29,5664.86
5,1353378554.72,2898.13,5995.60
5,1353397813.43,2839.37,6137.19
5,1353411577.86,2815.60,5804.98
5,1353411599.41,2856.70,5267.83
5,1353411609.02,2902.76,4764.03
5,1353411618.04,2948.68,4304.93
5,1353411627.15,2993.51,3884.29
5,1353411636.74,3037.04,3499.53
5,1353411647.08,3079.67,3149.44
5,1353411658.75,3121.39,2831.54
5,1353411677.96,3162.54,2544.15
5,1353411698.29,3125.28,2817.63
5,1353411707.14,3084.25,3135.48
5,1353411714.96,3042.73,3486.85
5,1353411722.50,3000.56,3874.28
5,1353411730.25,2956.99,4298.38
5,1353411738.62,2911.64,4759.85
5,1353411748.23,2865.82,5265.44
5,1353411760.13,2818.85,5814.86
5,1353411776.40,2772.17,6418.59
5,1353411799.69,2726.48,7086.56
5,1353411831.80,2681.50,7823.68
5,1353411875.75,2637.59,8640.30
5,1353411945.48,2595.90,9556.45
5,1353412188.79,2576.81,9858.33
5,1353412328.95,2611.77,8863.73
5,1353412484.53,2650.56,7991.23
5,1353412857.38,2691.09,7211.75
5,1353413373.59,2731.88,6506.38
5,1353413938.49,2774.88,5878.04
5,1353414618.41,2819.32,5313.88
5,1353415384.62,2864.56,4804.34
5,1353416272.89,2909.62,4340.21
5,1353417563.20,2953.92,3916.29
5,1353418476.45,2997.64,3530.31
5,1353421735.17,3012.36,3400.81
5,1353425207.55,2967.60,3769.58
5,1353428528.59,2920.86,4168.34
5,1353432151.74,2871.83,4595.73
5,1353437036.68,2818.76,5039.40
5,1353444057.69,2761.21,5456.75
5,1353454475.84,2750.04,5782.87
