x (pc),y (pc),z (pc)
3345.631476,-1011.38013,202.1416819
982.9957771,-1010.131021,-38.13951838
1282.690594,-1008.653157,-27.34314305
-151.9900596,-1007.36558,67.48784494
-1191.150717,-1006.6004,-38.93076292
-1487.287708,-1005.455908,-79.01070862
-1371.735092,-1003.95832,-61.73758249
5912.301153,-1003.175404,-195.7911777
1553.80879,-1002.897415,761.4952514
4059.0776,-1000.010335,-415.0534491
-1458.695344,-999.1635431,-117.7459421
-276.8159253,-992.7810511,-52.75156891
-798.8152807,-981.1912678,-235.6413445
3253.311496,-979.1356244,-175.6750908
1970.04173,-978.7944852,-29.94892488
1792.141075,-976.701305,-719.1529235
-1552.103367,-976.6551812,-220.2925193
-1875.693241,-976.0080515,441.3424409
-811.5294072,-975.4117222,243.4255397
2458.381441,-972.8457743,25.8416316
2303.461193,-971.5991185,7.853968715
-857.0586854,-970.4337509,-57.66060128
1335.340223,-966.2699748,-75.42429159
1773.659317,-965.0234916,-276.2359253
-270.7087977,-952.8548755,-285.9114076
-3110.213641,-949.7007144,-114.6981237
1600.605886,-949.2370439,18.18883374
-2350.287173,-947.1926826,11.49888778
-2521.232811,-945.6608069,210.9780842
2314.327946,-945.4022667,10.03561625
3743.620757,-945.1962967,-149.6782815
-1821.259969,-944.4548136,-149.2187346
-1358.73698,-942.2381542,-71.03576032
-3661.243767,-940.047624,261.0087071
1118.583569,-935.6128022,150.18483
-1916.611679,-935.2080971,-77.08105435
353.7957373,-933.8278858,-52.85883025
-1507.185779,-933.7665729,-253.2824817
1966.506676,-932.084158,575.3882318
-494.9097497,-930.7898642,-61.89158586
1014.652774,-926.5053018,-148.2958985
-1042.585052,-924.9997216,25.05843673
-699.2167223,-923.8597532,-29.32799995
1889.360932,-918.6472052,24.56791636
3353.632965,-916.1920318,-672.6210642
1051.685478,-910.035126,25.97544708
-1624.221707,-908.8632304,118.7285821
-660.4284321,-908.6682033,-200.0934345
-4693.215235,-907.1692444,166.9242927
-1440.796831,-906.2649671,174.0956706
-1325.689618,-906.0203724,-64.21154116
-930.6562509,-902.1836696,-46.39578637
-106.8757428,-901.6403602,-85.82678175
-2424.739602,-901.2708781,106.1586796
1322.228463,-900.9489902,-1.675515776
-1308.597599,-900.0469257,49.08010146
-1455.161074,-897.3229993,69.56064335
1615.832055,-894.5646514,-106.4934499
-1146.869726,-894.4221818,68.0793124
1788.841569,-894.2236637,-20.24547355
-1189.481364,-893.4125493,83.95297672
1647.980212,-893.2911353,-355.8878607
-2071.220762,-891.1516244,-30.30411226
-1716.691325,-886.0504639,188.059756
5934.396812,-884.783893,109.9679133
-2094.696517,-882.2506229,20.23211312
1702.683733,-881.8335105,365.4336668
-1527.595973,-881.6024943,-299.5806823
1781.943033,-881.0781102,22.89960961
-1754.478088,-880.8763956,56.20868106
-434.7952467,-877.811944,52.53840953
-1014.102886,-874.4239432,72.51968821
-1407.714919,-872.4801209,-96.94403416
2607.978751,-872.1113759,-19.19846582
1025.669265,-871.6789997,-103.3357614
-1379.559756,-864.054687,-435.2578297
-1669.717056,-863.2819874,-224.138712
-552.5487861,-863.0005797,113.4937814
-1649.957997,-861.8439761,-188.4265617
102.2815528,-860.3130137,-53.14134352
-415.8463318,-857.9255137,-213.4587579
1820.384223,-856.219756,-35.11424175
-2896.634381,-854.1741654,-111.2643703
-824.6341796,-853.6354838,-202.239785
-1363.632236,-852.753992,-46.8908806
-1950.932097,-851.5304106,-150.717988
-2555.637327,-851.1383051,315.0006935
1465.386326,-849.7964769,-143.1393103
1453.51779,-849.0269399,-75.26147552
-1551.638119,-848.4414047,-482.1362161
-1078.715769,-847.0379639,97.5908667
-2132.449918,-846.8808764,405.4011965
-1122.510221,-844.0305915,66.47678956
-1961.706959,-842.4102723,-404.9441199
1789.506258,-841.314878,299.7609508
-510.516345,-840.3125176,58.93160694
444.9689605,-839.3371129,3.979339058
-829.5472528,-839.1584137,8.031943194
-1616.392382,-838.5741868,-10.48814909
-2067.915608,-837.5920534,-162.2762806
2142.430016,-836.5911163,-10.43703311
-1321.859382,-835.6448128,-149.7548699
-837.4994999,-835.1640195,-54.32907332
-1546.36547,-834.373534,-319.9541218
1818.458813,-832.5554471,7.679429838
-619.5194918,-831.1491613,-256.9254191
3291.133853,-827.8970967,190.329605
-850.8985171,-827.4626513,-51.19838181
-2993.412881,-826.7720607,330.236709
1271.065585,-826.7018172,47.385485
1680.452313,-826.1565589,-350.1005061
-95.32363151,-823.8580742,32.73039723
5919.517317,-823.5070954,530.2365529
1439.571678,-823.1163613,48.92687551
-2160.379473,-820.6511777,-3.630108818
633.821487,-819.4778233,45.77575361
600.6669908,-816.8122927,136.1831293
-1147.883587,-816.6633169,-26.55745156
1355.903916,-814.7092662,240.3609426
-1328.306469,-813.3496028,37.79349186
1823.124353,-810.1826502,-108.7458747
-397.5331967,-807.1827554,-20.57563911
-1725.36574,-806.7520075,35.90627766
1739.459037,-800.7975225,-383.6855324
-2222.983728,-794.6304829,35.02485531
1389.118082,-793.9463938,0.279252679
85.24087353,-792.3831122,-8.485106927
-520.5920655,-789.819229,9.245909036
-4276.288561,-789.4756735,-1106.007825
1111.799612,-788.3638793,-12.37002579
3919.547196,-787.4721351,-130.5274518
12.08167487,-786.5619855,-145.5138349
-2203.997443,-783.5080958,64.11188227
1620.086479,-782.8315961,-49.94491216
2035.444332,-780.1113228,-28.15486873
-2022.562237,-778.8199955,-156.8770663
2427.952987,-778.1283397,-45.39361603
1617.118887,-772.3657577,-168.4566457
-683.167806,-771.9092234,19.9724731
386.6830719,-771.5154744,3.012432171
2011.561732,-766.5320455,500.1479993
227.7640204,-765.4829495,46.46939968
-1242.308139,-765.4691255,151.0513327
-1125.000379,-758.8223373,127.795958
3106.604627,-758.4575249,-117.2598679
6655.899701,-757.1672509,-47.93662959
1410.602625,-755.0910478,6.143543871
1560.721777,-750.1184512,-35.97004596
1961.827932,-749.1492395,2.565633362
1657.890525,-748.5662753,-84.19345612
-1292.456144,-748.3067675,-128.8219563
1635.589509,-747.4505787,-78.51489726
-1579.237316,-746.1648711,68.93100524
6938.55335,-745.1921581,-573.7334374
2149.848556,-744.0316229,-13.89709774
668.3855584,-743.3603545,26.00247479
-722.9784109,-742.9359691,-26.7836365
-717.8741134,-736.9183905,-21.19063877
-2304.011105,-736.1900025,103.913943
-2275.892959,-732.4623411,-26.28988836
-1427.70349,-726.1962176,-152.2589869
827.3173739,-724.2616114,-31.48144051
1855.330476,-722.9901113,-187.1740508
-1162.872447,-721.5735539,-132.9822491
406.0573236,-719.4607736,-134.3973409
-695.2967234,-718.4935827,18.1504275
1702.807426,-717.1935886,-92.62950913
832.5954017,-717.1569297,49.7074976
-974.6702854,-715.1810927,237.3980612
-1219.238963,-714.4653796,-419.1319274
-3023.072856,-714.0670545,-188.8987767
-4208.365129,-710.280751,-97.59711482
-3477.442194,-710.0221726,141.3092354
-1277.830579,-709.1879583,-874.3056967
-1610.859879,-706.1123094,135.0253949
-2111.044142,-704.2976076,-195.4827631
1657.299839,-704.1648873,-33.31748196
-8801.758682,-703.53446,302.1727425
1244.93238,-703.2019711,-23.45966337
1872.602577,-702.3734011,5.585046347
-1492.04672,-702.1038922,6.907294848
-606.3168586,-696.0143621,73.61979829
-5153.185045,-692.1592833,-162.491294
-998.7838943,-691.8486888,-1.060287386
7463.423465,-688.4195832,270.9034244
1983.780398,-687.7211521,40.68108002
983.3560905,-687.2752499,-25.75908112
1940.060602,-685.106752,-420.4683084
-1058.551849,-684.0219465,-82.16422096
-1702.956769,-680.7893655,4.481302928
662.7802156,-680.1253922,25.53109262
731.8663204,-679.854156,46.58342676
-470.9345586,-678.5964406,-1.874132943
1108.163906,-678.5517451,-39.24649081
-433.1133264,-678.5443025,3.933956475
-599.4059371,-673.7048321,-20.93613659
-359.6949535,-673.6487862,-106.1030312
1806.888502,-664.4474942,388.5350306
-1459.482637,-661.1294746,-109.7918517
2611.044674,-653.9115681,41.3445263
-431.8997133,-653.2722142,77.89128178
-428.559543,-651.4280203,-174.2964499
-1240.398249,-646.260872,-61.31125491
-489.3018744,-645.8008829,-180.0691405
-764.6105909,-641.1297778,-65.75144371
-382.5706789,-639.7356903,48.85613753
-1181.847349,-638.2229773,47.37377941
1168.11154,-636.8750866,141.9491225
663.3039205,-636.7526174,139.5493221
1681.971328,-635.5640025,83.85016817
2414.998915,-634.4642002,123.4318419
2623.011864,-632.1508845,-124.8800247
-513.169952,-631.4554843,-22.72821392
-6707.533667,-629.3243365,10.5824505
-1524.839982,-627.559848,-15.25343653
-1385.903832,-624.3041544,95.09937718
-2647.95303,-623.9979723,641.0899163
2213.754759,-623.9263288,2.408553928
1404.144037,-622.5242066,11.79551728
-4131.545742,-618.2008643,-61.97960419
5835.983641,-616.476238,413.4501067
-440.6048779,-613.6184519,470.5738381
1511.27072,-607.2205638,-118.4609594
275.1337349,-607.0921562,-213.8703857
-1859.729075,-605.6983368,-637.0135737
-823.3783626,-605.2741514,-47.11977901
-1924.389851,-600.4862303,495.8991706
-1706.723914,-599.3587783,283.5904351
604.387886,-597.6742348,0.890117756
3269.212049,-597.6537718,209.6724746
-2946.234033,-595.6705208,158.05585
2506.695254,-593.9436655,98.96377183
2941.632495,-593.1371546,-31.42582413
2633.802749,-593.070072,36.75549871
673.9133516,-591.630675,-76.24918993
1479.281278,-591.3708326,-148.3490485
2531.482515,-590.4918646,-53.99660479
-5682.215634,-588.2022073,-550.0587737
270.8514966,-581.3726545,-175.6994691
-1572.690251,-578.6373453,86.64985373
-3254.955284,-578.037641,118.3325068
-174.5666746,-575.6500403,-112.6832163
2092.384354,-574.767386,362.7260209
174.929194,-573.5995426,-19.57911777
2861.301616,-571.2251683,454.8228984
-1791.94675,-571.1940178,-110.0919592
257.0995137,-570.2081592,75.24955257
-1499.087989,-568.8513989,-121.6851991
-1505.520976,-567.6881611,-4.212347338
125.6735597,-567.3453811,149.4167828
-820.2736473,-565.8688859,-408.5003641
-1647.405104,-565.6394704,-64.47799353
2430.727447,-565.2007982,-148.701496
970.1374192,-565.0869067,25.28192519
-1471.583208,-556.652059,-133.500369
3158.382416,-553.4983807,-149.5327999
-802.4895532,-551.948327,6.289773842
953.3928692,-548.6681414,-2.303832928
-2.868199872,-547.780819,-164.6570612
-2362.294078,-542.339501,-223.1379675
-3063.329869,-539.0452247,-99.92177207
110.2453038,-538.0266476,29.55164005
-3594.470913,-535.9146125,238.1981967
-1405.813388,-531.4930257,-123.563271
-2697.54678,-531.1936369,-159.9709084
2735.581451,-528.2755681,435.7970258
-3730.73739,-526.9771982,838.7452302
-692.4592058,-526.5582158,11.69160872
4693.625953,-524.8155716,103.0535169
-634.2332488,-523.5656321,51.02171176
1244.288901,-523.5620543,11.30960126
-318.1394432,-521.1960754,-113.0616896
-1337.113865,-518.0954006,-76.15555798
-898.5173991,-517.714316,2.71485655
1724.583277,-515.4318633,11.93796456
-1167.5036,-514.9304423,-237.8780836
-564.3649157,-510.1217807,209.2582396
1143.335432,-508.3285801,43.4757871
-907.2978001,-508.3192201,-4.7193541
-6034.093174,-507.7575504,-208.2854693
377.3449604,-506.985389,-0.772133469
1352.912045,-506.3714285,-125.3673574
1651.018713,-503.1920385,3.313680082
71.61018648,-493.886859,30.78557665
-822.6085865,-492.5161012,-78.65750801
-2666.77154,-492.331429,210.5690271
452.1936217,-492.2739428,-45.68691032
-750.0926366,-483.4017174,33.65733312
1734.39961,-480.0137501,38.01044558
-2121.316978,-480.0050259,162.3898264
626.4592926,-480.0046347,130.9362647
-1248.429764,-476.978651,82.6770292
42.53214304,-476.563318,145.1840925
-587.8147385,-475.8331453,-139.3472322
4137.987888,-473.6590697,90.88081105
-658.1333076,-472.7426017,-65.90889159
877.7854492,-471.0590002,87.15574275
-2350.134375,-470.4563535,-33.8856604
-1174.71551,-469.3770966,-86.9057625
-3173.456831,-468.0493985,-36.95268996
413.1065307,-459.7686125,48.53676177
240.4603905,-457.4274506,57.78345819
-1886.966553,-456.1566545,-194.1116589
721.1055573,-449.7222445,-16.02117376
1116.806148,-439.0212315,2.094394039
679.5629946,-438.6202313,43.66267306
-1160.352874,-436.6102969,-113.9195152
-1394.210352,-436.1174724,393.8883648
-409.4285645,-433.1099627,-0.104021623
152.5485636,-430.7838543,-146.8135096
-908.8055732,-429.0083956,-7.016166599
-563.7143395,-425.2521713,35.15301133
-2840.412493,-423.9956863,314.015168
-1578.07805,-423.7304674,8.840747659
2464.03144,-422.5125864,-5.672315202
-378.7276968,-421.3585998,52.75663037
2896.848304,-417.4422176,-663.3346787
1963.493545,-413.4150889,-161.0902291
-234.3467683,-411.3539344,58.29693657
-1383.501163,-408.2362827,-147.5387039
-1759.871758,-407.5927263,128.2207594
5247.770328,-407.4794446,507.7510127
-2198.391051,-405.8604164,170.0532481
1182.382359,-405.5117534,5.672300601
-54.6152167,-403.9428545,-157.5320552
2264.600787,-401.7558884,-13.24697578
-640.9050193,-401.4157296,-128.0436189
610.2344209,-399.9349478,-173.6835889
1549.571388,-398.4389221,8.656790854
291.1091742,-395.7177989,-136.9776345
-886.3228571,-394.060419,6.941115197
-4754.211861,-393.3735989,531.7205962
-105.1978919,-387.9953781,-85.52186912
752.012722,-386.6479746,86.48820572
1131.402513,-385.8220056,105.2128045
1443.292788,-383.7607937,140.1198856
-1328.74198,-382.5169494,169.0400357
-1426.937342,-381.0123782,14.43573747
1450.891113,-380.3635137,-15.4458909
-3450.503029,-379.1104868,-109.6954184
1419.850535,-378.3237762,360.64467
1779.228417,-377.8621227,-18.09579879
-2683.179477,-373.2766068,-244.1566458
-3014.048755,-368.4768113,478.7597932
-1510.878219,-367.7537192,-147.8113968
-2035.91673,-362.6520043,12.27168701
685.2581924,-358.5489564,30.65706421
5973.696886,-354.9029895,-461.512059
690.1441774,-354.6859293,79.3656476
-4797.57026,-353.1533974,-421.7146876
-135.3255555,-351.2518576,-126.1670581
-138.6786483,-349.1934703,-118.6092443
1402.619509,-343.2188103,53.70624388
1714.978414,-341.7527858,-67.48387237
893.3904506,-340.0810889,45.24771523
802.2699413,-335.5967862,48.77231125
2174.899377,-332.8063715,58.76750127
1912.315036,-329.6267639,-75.90387942
-1147.792962,-328.9075473,5.209791286
-2622.412158,-325.7091453,-87.20107898
-3395.034404,-320.925239,1162.909019
-810.8170563,-317.9189893,12.00905553
2277.775966,-315.6623425,45.75951363
-49.26699088,-315.3325257,-61.34461555
740.8484701,-314.1663634,-21.63424164
-3870.81344,-310.0783772,-147.1418007
841.0373475,-306.6113588,-92.98201306
281.9444549,-302.242634,-177.9233388
-645.5898975,-301.4551461,-46.20042415
460.3698916,-300.6841594,-12.19012656
-245.85227,-299.9453022,84.843839
-1386.188066,-298.4384823,11.87927006
-365.3311915,-296.1562235,25.79945354
2282.125324,-293.561605,18.07182594
431.3561479,-288.767772,-63.82826596
954.2646406,-286.6562336,-84.89522628
-1231.633038,-285.9302651,-186.0321042
-111.3341864,-275.2850804,-98.9536429
290.8312632,-274.3531669,-12.14562449
-506.0920194,-273.8712838,-25.32563615
993.5053755,-273.4704269,179.6579932
-2103.865015,-270.2577965,765.3350402
-2.215929854,-270.1288948,-51.48271432
-185.5413111,-269.5609338,-42.55966238
-2464.252674,-269.4443168,-17.30654428
-124.4423769,-268.5789709,-104.7636923
1204.794205,-266.8758423,111.2169427
1834.408805,-259.7685649,-421.2655108
-586.7291602,-259.7575878,20.94965602
1139.789901,-258.5355469,24.48168884
-148.4484511,-255.8811141,-105.2801634
4963.562129,-254.0488641,243.0764545
853.5701191,-253.1631169,-131.6301182
1922.13941,-252.3719029,190.7682121
653.1355078,-249.5388226,33.82875262
1479.493075,-247.0513597,-8.115741425
-901.7927634,-244.6736814,-33.6095446
763.1539763,-228.3765499,73.75743944
415.453025,-217.6554424,-30.41204391
-2287.400525,-212.5983999,460.7057175
1853.802597,-210.5586533,-69.06506823
2691.630023,-209.4725994,-35.34190804
1786.887561,-207.3820621,-63.447026
1922.291782,-205.7730696,52.98819672
8993.682462,-204.0952063,232.4261764
-2806.019184,-199.661234,-147.9213719
2004.130231,-198.9790315,8.084692448
771.2744029,-192.4432937,90.00763378
-1819.529785,-185.7836803,6.065182567
-505.8729985,-183.3232167,-56.26817572
1749.365974,-180.7793877,383.4546953
1669.664834,-180.2043327,-46.32214822
-1296.575778,-178.9922364,18.27649406
1101.900903,-175.9042225,18.11362784
-1895.867853,-175.5406097,9.304662272
-1703.4246,-173.9287226,-49.62289059
457.3184748,-170.6205673,-108.3901962
-2509.255285,-169.7439616,-415.001089
1524.195464,-168.2727458,68.82928053
-1331.376025,-167.4837204,-18.73724602
1700.78934,-166.4641604,60.8712027
-2395.30606,-165.8157822,-399.2117304
2426.777506,-162.8881478,-229.0576122
-346.4989832,-162.0908016,-51.58513992
-1130.141871,-160.2393249,-102.0720855
-763.6150682,-158.9712097,4.492452657
1176.739807,-157.8468356,-174.2636041
3503.026049,-157.8461932,-99.7851635
395.858349,-155.4540833,-63.48382101
-1676.269942,-152.5525153,689.6432495
-1658.966786,-151.2697518,-84.67977086
-461.992843,-149.6649724,-57.30627383
-290.3477243,-147.4930131,-53.32926096
93.46860338,-146.6033645,-19.90160047
1301.961825,-142.8179751,24.46285814
-68.88039219,-141.9166009,100.419968
672.0291323,-138.8036184,-138.2403734
-3311.921175,-137.6525323,-318.0092986
-1242.04453,-131.4208946,-7.411671703
-1260.49939,-130.2599407,44.69490498
835.9431155,-130.1579135,-82.20720852
-689.7960741,-129.8396251,11.27155007
-1651.054127,-129.3608974,-97.81118685
-330.7507032,-126.8308512,-69.56225656
-1553.076311,-126.5945976,-481.7559351
-2003.306492,-125.6863383,-105.195272
-1360.944373,-123.3766619,-36.02239254
1595.250102,-123.0278815,6.422794398
-940.7495517,-122.6829523,-49.38799731
-903.3370514,-120.6913691,-34.05532265
-536.5788568,-119.7429403,15.64476623
-1233.238565,-119.181855,-6.271115759
1234.27002,-118.8466855,-157.9651309
2469.138816,-117.3054538,19.414843
-1356.612042,-116.77972,-61.11681391
-616.9571637,-116.4637462,37.96121626
-1290.562113,-115.860751,25.3321898
28.439594,-115.7852862,-51.81657074
-2032.186487,-114.6842713,704.8273544
1495.736665,-111.1524346,-20.41972151
-838.4980027,-110.2414777,21.99809367
-609.1006981,-110.1433488,5.077629447
1094.368283,-107.110912,-29.7542342
2397.668793,-105.1037534,-11.72856589
742.9666344,-97.15389032,-32.58376492
590.8692976,-96.65266963,39.1373814
-417.7356826,-94.06419346,-26.26455803
1696.785717,-89.81567093,53.39829043
-1182.081754,-89.08865488,36.63247346
1420.162674,-88.35372061,16.14307664
-887.3824668,-87.16498073,-114.6979673
-2066.87777,-85.90511186,-74.40829659
-1265.248917,-84.70316891,518.5272918
-2182.976548,-83.47993887,-103.0218077
-1296.692085,-81.80816483,-43.55526539
-1806.121413,-79.80447134,20.51066941
-1377.019441,-73.371563,-8.664455529
-1117.613549,-73.05636603,377.7919022
585.4374333,-72.50506974,10.2969198
-733.3876309,-70.48801205,18.52088034
-3350.741436,-64.33752235,240.8163391
-293.0953316,-63.20883375,-82.58795254
764.1935363,-58.66732315,-73.93499996
-4259.426276,-57.24602623,-279.9494402
-1290.174736,-56.33024551,-81.92712095
-177.6904604,-56.02558695,-25.12436867
568.484667,-54.43844499,-184.0153228
-2216.859644,-53.01745918,124.7536214
-413.5933662,-52.98253216,4.730613464
2797.360178,-50.78164849,-133.4101223
-1392.738137,-49.85240027,-32.11261361
1229.003041,-49.36186122,-3.864152608
-770.5235407,-48.88228767,-176.5445985
2298.518876,-48.14710686,-67.02860496
-541.7341333,-47.87200259,-100.2067873
2492.236904,-44.37238216,-191.7975703
-698.4360165,-40.76080852,-43.89404736
-1688.207119,-38.31077889,492.5139668
-355.2275253,-34.64258815,-54.16914547
-2216.837227,-26.6981556,115.4119516
1298.132709,-25.37872528,-64.86439721
1098.806689,-25.31916851,44.52863219
-1457.101528,-20.09193642,-47.06858634
-1284.8448,-19.51105131,-4.261213559
-1062.73636,-18.73567173,14.47077597
3293.849423,-17.24671286,216.4706259
-1644.489571,-8.036556085,442.4912021
-1677.735924,-7.906202804,28.69949294
-5.915607644,-7.2999554,86.49113387
699.4292603,-6.592160665,27.48187103
-1546.601334,-5.938551995,432.6950957
1284.424071,-5.156036374,38.12112365
-2220.75292,-3.875948969,737.4560623
-1004.989147,-3.85890027,2.631080842
9470.886763,-1.652981588,46.28385314
1320.081902,-1.612785094,177.7784296
-163.8126009,0.943503283,-19.73680762
1598.170403,1.115733603,-76.48607338
-747.9113102,3.524475106,10.96585992
-996.0465568,7.475385873,-347.6497882
-3397.602877,13.04592263,-323.5637438
-1050.94407,15.22528548,-111.954243
2529.870373,17.66211401,-18.54570254
-138.4808133,18.30511515,-19.20903745
-1618.587472,20.6233828,-85.96668487
-357.9941684,23.77794643,-101.9989442
-1964.460888,24.68744309,73.75601008
-1078.642098,24.85452745,-12.42891286
560.9531814,24.88412259,92.05057669
-2167.861301,28.37885897,255.0706186
1312.34445,28.63545777,-30.01757127
1884.824058,30.59632569,85.2709527
-2658.593982,34.80290166,149.116722
-782.0224911,42.21593648,-229.1607254
1797.974222,45.19753766,-111.5790347
12.09983686,45.69914505,-245.4896782
-141.8212188,50.16582156,-13.0817528
-333.9748942,53.07569713,-224.676969
1548.396225,54.34176498,-44.90103936
-650.1324827,55.96462876,-67.318016
2531.952546,56.13164683,46.41705123
909.9189743,60.27724201,12.57434976
493.8027198,61.59390397,-58.01779793
-2624.456231,61.84873895,441.189559
1748.87298,63.21133951,-496.194143
-2985.755051,64.10669353,367.747342
-973.3938875,66.35933791,-67.71098979
-1969.157519,68.07630031,-149.5335531
-2151.55621,72.87822817,-30.06057427
-1184.150476,76.99066071,-28.79388629
-769.7057901,79.67713194,-16.74966442
673.8101996,81.65932043,-118.4591501
-1328.972999,87.10549231,-21.61949129
-2911.019945,88.93970334,196.5034579
847.1637742,89.18999472,-16.20754603
-1207.322793,93.95832327,8.031597271
-561.2627128,106.0516906,45.45554005
1588.677786,106.0768747,-147.1447903
1288.486168,107.0649442,-13.76567535
2148.138613,107.3165285,96.91574239
-2552.379343,110.9929688,128.0790726
-552.1351057,114.3416836,12.99247782
849.2655488,114.372436,10.76909618
1466.993697,115.9701712,-114.2646633
-4129.248242,116.7828653,28.83958629
1753.26062,117.9882897,-52.1532571
-1843.10961,119.1885519,12.24967808
-364.7667121,119.2241391,-13.66932271
-494.2445812,121.5810609,-4.619474047
-554.3356417,128.5900545,32.81149537
722.4040983,129.981013,-54.15953232
329.6114344,133.3055202,73.17745966
1059.192213,133.4314821,107.8744467
-461.8989187,134.6312573,-120.5811487
-1587.578927,135.8244081,44.50709213
-4764.667835,137.2505271,-58.23844298
744.4000472,138.9073039,33.72433315
1230.079682,139.0626029,14.47647808
-2595.917716,141.4986993,-34.48669469
330.5756648,141.6849109,98.86412816
-2264.168031,143.2428679,37.22375957
-1771.210703,145.3088077,54.60765046
-495.6331217,147.0014274,-5.233454912
2214.733002,147.1024037,-41.45614127
307.9038429,147.6549766,76.76738494
-771.4510673,150.5138967,-2.194923215
1501.98966,150.7128153,-102.3802149
-427.6231535,152.1015812,10.93377962
887.8613676,152.5624856,15.09569356
-1436.222672,154.2485614,-326.8529013
-1124.037063,154.5735559,-87.70231486
-606.3700691,155.2382193,9.614291778
-190.2053793,155.4596788,13.04614712
-1856.364861,155.8833127,-64.07725941
829.3798367,156.4131224,-0.147305788
-1767.484608,159.2986272,-35.31440726
450.1609569,161.0923229,29.07535798
481.6040177,161.6099175,1.950575179
1569.604716,162.7566352,-137.5038718
-1369.934766,163.8398479,-28.90053944
-596.8192677,163.9432305,-9.506783723
-325.9185567,166.0637991,-102.9558595
5405.364026,167.0374172,24.54064132
4937.130157,168.0948017,9.484113329
-1696.631508,169.3463379,-56.56273433
-1005.112593,169.641204,-37.02077257
5660.122247,169.9660229,-122.5711877
2146.094996,172.2937198,0.375769386
1177.44551,172.4004014,-0.415388354
303.5161603,173.7550025,13.67989588
-1873.526115,174.1315742,-38.75683398
-1451.881738,174.1545184,70.75041976
-2167.992098,175.1941949,228.2241332
1172.875725,175.4967347,12.62652047
1398.506437,176.672449,-111.1871885
393.0849517,176.824334,-29.00647631
-952.8630197,177.9792285,-35.71358014
851.2469774,179.5410482,42.24447353
-726.461022,181.1270758,-21.17465451
863.5377562,181.1890478,54.12090746
1073.503653,182.5333029,13.87446857
2174.569284,186.0440328,-46.09822372
1045.70894,186.0808368,42.84547385
-1364.495238,186.1847954,-88.81423063
-724.5669529,193.6050702,-4.450563472
1440.969493,194.0584913,76.70869099
3942.64228,194.2069346,67.52419436
-2022.257331,194.3650167,-41.49127205
-2211.357144,196.5803339,249.0215945
2336.712486,197.8621625,-501.0282652
2620.620399,197.9654026,-69.27788588
-1428.802737,199.2795612,-82.67645013
491.3610768,204.5338755,-107.6066261
-58.42901178,207.0353275,-35.30472698
1397.210904,210.3106397,11.83738265
944.3307515,215.413476,28.2394427
-916.763933,215.8692514,-63.87767539
-4050.082174,219.34461,625.7302322
1104.465961,220.6940764,39.72488795
-759.0677118,223.4057767,-95.47286419
1178.963166,224.4727691,255.3171129
438.9296298,225.8697918,18.96357769
3154.552156,226.6745192,-229.4784469
-1265.789046,227.0672392,3.815633212
1125.945507,227.2349495,-55.77628537
-2186.188838,228.2347109,-92.1264382
-2375.043112,233.2935289,-234.8368443
-783.5258713,235.5162766,37.15228728
2635.569955,236.6093901,175.7583839
1294.766914,238.568683,157.9228343
-1734.168104,240.6357098,-27.50351261
-2779.846441,243.2050499,-92.56925806
1875.076692,244.5283593,13.20156322
1647.049138,245.5654035,-257.1998663
1273.336006,245.6668573,21.7304268
-1975.573469,245.720539,-28.49362171
94.3846537,245.8804292,-59.45041352
-941.6357632,246.1554309,-72.83950365
-2276.483751,246.9032731,27.57728092
1211.497961,248.9051806,54.43253048
1799.642835,256.4475712,25.38324386
1771.336114,256.8315134,22.49321139
-1154.679058,258.3129557,42.97313208
1055.485511,259.6428025,-10.24458198
131.7716156,260.7503682,76.48193778
-866.603551,260.8180649,275.4781706
1707.802651,261.3305285,33.17318047
-1930.692798,265.5019669,23.13065462
1142.45962,265.6484953,12.07868669
-1252.643208,267.4002713,-53.9081422
-1662.731158,269.0058778,-46.75398722
-1473.627871,271.2589828,-42.90061757
-899.6329405,271.2725782,-25.91834484
994.5461965,274.8776415,18.55115259
1036.205093,275.7128571,39.88013819
-775.1798816,275.8766999,-17.8100437
-1328.773927,276.1434347,-47.63038713
-541.5260017,279.7418398,-24.37401376
1631.023144,279.9679704,-60.9708131
802.5891942,285.1579553,20.96487313
1397.75974,285.39379,33.86877326
-1249.207832,287.9430919,9.621211717
786.1806395,288.4794569,-105.0504877
171.2201019,289.6327408,103.4434732
-1747.743115,292.1583211,4.639079853
781.4449078,292.4812265,105.2596231
1202.607866,297.1698979,23.35321681
-1223.389651,297.325562,-150.7954641
-2207.842472,298.512014,-17.49849118
-925.5549199,299.4813607,19.69783647
-21.80817609,301.2901226,-23.61494139
-1080.282114,303.0433723,-6.266397568
-1793.432271,303.6583404,12.38144464
1200.749423,305.3977195,7.352330856
-1209.164446,305.5165791,84.14844891
1400.624645,307.4347953,9.510578436
223.9751192,308.1621857,55.6436279
-1791.432876,310.7223135,-54.59756601
-1641.780811,311.1081188,2.916443699
-377.6171398,313.6151391,-11.48217248
-1047.523092,317.6628333,28.4727099
764.1879868,323.4345296,-44.36018419
-1748.528716,324.7020008,-164.3530929
-622.5433125,325.8729431,21.34593504
429.9006322,326.1940951,83.05936886
1833.569187,327.5990261,38.36555882
-2992.056896,327.6835237,-17.86159474
1782.07347,328.0363016,59.79408328
2372.178918,329.1670262,-72.33430152
-2183.427784,332.5515546,-41.63620333
-636.5022364,333.8877743,-18.57033235
