x (pc),y (pc),z (pc)
230.8750052,-1905.060347,1.674643205
126.2154837,-1885.336831,198.9338731
-1240.027249,-1879.886018,757.4542771
-84.009107,-1878.970236,-23.96499117
-2254.766538,-1873.93844,31.72667409
-1228.294771,-1872.035419,752.2096419
-289.3544679,-1869.116151,78.28029863
-948.0297329,-1865.439818,101.9750562
-66.96575237,-1861.748336,13.33123465
-1182.777087,-1859.451545,-33.0804266
-316.7929979,-1851.369722,508.9089805
110.8487926,-1844.0508,-98.43369902
-3139.0003,-1843.850533,-314.0196319
-261.0211765,-1840.939862,-321.834381
-590.7342843,-1839.921864,-77.95216032
2027.213564,-1835.587773,-35.32273669
2015.274448,-1835.044975,-48.52666561
3024.85769,-1834.084338,1226.338695
-112.6347775,-1831.072761,-73.36178567
-1526.13279,-1829.123359,-93.17963364
5715.252312,-1814.082763,-238.7378157
-4117.668468,-1812.675364,-3.926117654
-476.6061399,-1810.276926,-106.625698
850.1298535,-1808.25602,86.5413022
169.2510159,-1807.321307,117.0674533
-685.7507973,-1807.151719,20.91666474
-1046.744588,-1806.455759,-28.05986093
763.9324791,-1804.965054,-125.7152316
-918.2009302,-1804.405805,-40.64162604
-896.9736192,-1798.264707,496.5706106
-660.5279984,-1798.167352,36.78229964
1742.341166,-1794.193182,10.91263652
-2244.815673,-1792.012809,96.79196511
136.2495726,-1791.154125,-114.9041089
-4927.054978,-1790.380354,87.84319792
-1890.537818,-1789.043219,-105.9061811
3029.456665,-1788.762184,-77.99464615
1757.235044,-1778.215073,-8.726628538
1296.635731,-1769.683101,-164.1874058
2423.800954,-1769.410742,19.37947772
-3555.552338,-1768.860575,-643.2020181
2418.019781,-1763.89687,-204.5682552
-402.8396964,-1763.132195,-72.00723987
2790.226957,-1759.821319,87.5354467
-1359.633102,-1755.990483,-27.13395886
-1355.119114,-1755.217877,-106.1244268
1487.521768,-1753.404987,-53.38482722
4863.96007,-1751.133377,671.411445
106.5298833,-1746.751298,-3.359756746
-768.9393548,-1743.4189,-210.0281121
913.8124307,-1742.772746,394.6378041
-340.8752399,-1742.283917,195.0559528
-4747.668645,-1740.21932,325.220156
-181.5454213,-1736.032772,-125.4251766
-1051.743546,-1733.219723,-137.1455628
-1339.027748,-1728.131807,-254.8845773
-901.5200135,-1721.520434,-52.58384662
-706.309122,-1713.634378,-167.0498227
-1551.981743,-1713.399408,-247.4674535
553.0553064,-1711.270949,-75.37617671
-1634.725148,-1710.642153,389.5909586
-2373.410992,-1708.611426,-144.0529618
-754.9556205,-1708.482155,-230.3361406
1386.115808,-1708.050113,35.3239461
-522.9935675,-1707.43686,30.54665935
-1649.595507,-1707.013304,-74.60055281
-994.1098175,-1693.064832,50.72619295
-3034.221869,-1692.296067,-398.297215
-869.9001439,-1690.46487,120.943227
-1754.105874,-1687.424236,-99.03549223
228.5104179,-1681.2588,-167.8595726
-1346.331778,-1677.494629,14.26586765
1987.874767,-1675.725683,17.24372659
-396.7153211,-1674.307632,-33.93974123
-1541.680247,-1674.21729,-19.86159479
1259.902743,-1673.770096,-145.3916959
3188.165083,-1668.149723,75.37176916
1542.515924,-1665.1826,119.7519606
-1670.373078,-1665.133672,-82.36281222
-1564.492172,-1664.267826,-163.3304875
-3491.394524,-1661.571334,-461.0650526
-497.9659531,-1660.860077,-18.15807366
-1251.40329,-1657.656525,223.7982348
1654.622676,-1655.200349,-146.835294
-39.85844149,-1654.549893,-99.19655259
-251.1050678,-1648.676045,-240.9119012
-1182.125404,-1645.70762,-218.3345153
-1420.581226,-1641.699978,-93.26930947
-189.1881707,-1640.119679,4.034150019
-290.9240649,-1638.206157,23.23306808
-2494.184289,-1634.636509,-327.1211063
1437.531462,-1631.707223,339.7584959
1619.433343,-1627.366788,-72.95191781
-712.027104,-1625.124686,51.10926545
1453.935765,-1621.576268,-310.742975
-1858.922959,-1619.357862,194.4596302
-1081.402762,-1615.380159,177.25408
6797.775189,-1613.190925,433.4368718
-1630.821497,-1612.143155,-223.2301277
1633.628208,-1612.101399,-149.6260556
1911.742743,-1610.407215,-42.75848174
-413.0719396,-1606.48075,-29.53255255
-178.1527717,-1605.97767,397.4837283
-311.8514044,-1602.842784,-18.24040576
-1098.540741,-1602.577608,-187.7691371
-2074.261019,-1601.436945,-336.1620692
-1134.285532,-1601.416185,-78.47633282
82.06195346,-1597.84907,-12.00775253
-2561.360824,-1596.788749,-127.0331495
-765.2102006,-1596.401804,-128.7619124
-430.1685177,-1592.065597,-452.0864738
-1068.342733,-1591.061133,-145.781598
2888.598053,-1590.647333,-96.14233382
-1162.70291,-1589.213977,-472.3831907
2797.829741,-1588.096962,319.9777814
205.7932036,-1586.688052,8.37754213
-825.4653993,-1586.380222,-98.41577222
7838.044067,-1586.122174,-255.5046954
-1086.019171,-1584.310841,91.92669944
-2609.868594,-1582.46093,-822.3894019
1922.713091,-1579.334338,252.7417993
641.1412202,-1578.940422,152.9904518
-3632.150299,-1578.550173,-374.3628704
-3519.559162,-1575.849515,-116.4715089
-3860.290216,-1569.071206,-8.000060778
-2467.291242,-1568.207921,162.4248855
1823.523181,-1560.190103,-23.87571033
652.6936524,-1554.975458,-251.1320815
-339.8272065,-1553.377266,-371.7869524
-461.4360372,-1551.812646,10.73753591
2681.574078,-1551.329243,-111.9734154
1832.439735,-1548.531636,64.91832916
3140.349001,-1545.243277,20.7692962
-1178.782928,-1544.575726,-2.373821725
3699.530202,-1533.908748,609.2628615
-3503.982196,-1527.212116,-298.8108426
-3536.602731,-1526.029601,-218.7207744
1978.314905,-1522.957594,147.8894995
20.92662696,-1517.634711,319.2929062
-5704.344824,-1516.742767,-73.1471458
-1231.78542,-1514.091147,-23.1662585
-235.6047976,-1513.178901,118.6422884
-1576.202498,-1513.108901,-148.9534866
-1237.100026,-1511.440881,205.9756991
-792.3503962,-1511.127043,-113.0305728
1776.115284,-1509.455774,455.6125144
-1349.958955,-1507.727217,-70.67148082
978.8215706,-1506.101818,-116.4716575
-2421.990849,-1492.350535,-339.2273692
1410.767203,-1491.844488,106.1693083
5290.965528,-1489.216351,244.7906082
4498.61798,-1488.646734,-66.99380252
2936.192556,-1488.327009,502.5494861
-2411.099468,-1487.962963,-180.2403262
1884.632046,-1483.591872,-48.14778314
1331.077772,-1483.51042,-165.616415
-1161.865539,-1479.12194,-20.68225847
-1232.985358,-1478.300373,0.335975879
1628.878757,-1478.013463,-47.22498205
-1696.839648,-1477.641908,-149.4476454
358.4695023,-1477.222203,94.03817436
-2077.027246,-1477.157889,36.92411593
5491.122146,-1475.451275,733.4235574
289.115178,-1470.914401,-53.13415756
-952.1636642,-1470.695019,58.73260018
-961.9365559,-1468.873821,260.2167578
-1919.475213,-1468.080527,235.6660178
-1201.71432,-1464.032589,203.7554171
-246.5049054,-1463.637925,47.16308139
1723.960952,-1462.542575,428.4026761
1777.409146,-1458.422432,-61.81211898
-3542.745304,-1457.321597,179.984645
-379.6698538,-1456.532814,-91.79849148
-157.4477783,-1456.433601,-340.6278949
-1198.573615,-1455.538157,-351.5024379
3588.930444,-1453.666489,962.5653256
2737.45893,-1453.082236,-69.7898202
-2676.828295,-1440.118473,-401.2543608
-4005.602024,-1435.790834,-728.1113273
2403.740411,-1435.76143,24.9229726
1801.046032,-1435.184643,69.95879706
324.2920736,-1434.327679,65.74771037
-2911.939516,-1434.114662,20.96160769
-1139.141331,-1432.096925,-480.748817
1920.112544,-1428.082344,-183.7080202
-629.5112461,-1427.293059,12.25208539
-1085.512083,-1423.906921,-42.82053964
-690.8158339,-1422.047353,-10.76144253
-1851.715786,-1418.818701,-239.0128488
-330.1760114,-1405.505611,-25.95723288
-1285.452469,-1404.792902,-56.51419498
-1226.802418,-1402.84651,38.38615225
-1896.995974,-1402.166656,-119.9122415
-741.4154107,-1400.88122,7.74574039
-272.7487528,-1400.560375,-19.17692603
58.05257359,-1396.745447,75.71033818
1443.78007,-1396.679156,29.45242322
1439.436457,-1396.37318,46.91087167
-143.492705,-1395.696999,-501.5373665
1283.132905,-1390.030952,177.1550232
3523.097356,-1384.944507,342.5123821
2119.309461,-1382.614854,-134.3859219
220.2147357,-1382.571272,1.466076304
615.6349016,-1376.913744,203.9269742
1311.293914,-1372.190698,-87.18347914
-1165.221957,-1368.163275,312.0305215
-1828.777874,-1366.110437,-37.4534346
-558.1916667,-1365.762329,-207.8829542
3305.199132,-1359.606086,550.0781645
56.43494158,-1357.825206,-2.609091096
-2339.234013,-1357.64342,-84.99751407
-870.475324,-1356.946325,-399.8629536
1731.262319,-1354.070776,-69.45586668
1333.567706,-1353.26356,-16.58041745
-3366.134767,-1351.130603,-77.24522784
-307.2697643,-1344.845651,37.08727139
-833.3579642,-1343.021803,-494.1082283
-1104.35842,-1339.693891,-52.74237435
1620.887977,-1334.732143,-34.81772319
1354.067746,-1331.103299,68.2974703
1752.45177,-1329.701276,28.41317028
2234.636884,-1328.94123,17.69750195
-1382.095287,-1328.626894,262.2750321
5322.73377,-1326.119881,-413.415373
1494.26073,-1325.734296,-98.04818722
-1399.679779,-1323.148696,-85.77904264
-887.0933674,-1320.632037,-340.7717404
-573.7526838,-1317.025671,-155.8083417
-814.8882792,-1315.818103,-100.9000053
-578.7891744,-1309.813384,-3.998893185
-711.7536841,-1308.163547,-47.06195605
-170.1774555,-1306.7224,-25.30222908
-910.5712354,-1305.273255,468.4044769
-281.8775103,-1302.634375,-321.4494572
2616.149933,-1301.514936,-152.6250222
2017.356132,-1299.100877,51.09937895
2593.089431,-1297.390517,-51.62411235
-672.4687865,-1296.216173,-140.3508558
2519.495446,-1292.622056,322.134933
166.3067625,-1289.299263,-7.033642569
-670.140388,-1288.975075,-210.9007287
-664.2806295,-1285.368378,-19.19317201
864.3474422,-1284.346917,-76.52774196
-1071.248329,-1282.107814,29.45457081
1323.054613,-1270.981969,36.82833767
1729.02091,-1270.556791,38.57633087
-2069.06871,-1268.920609,-182.074601
-1138.552681,-1268.492237,-71.14237219
1965.119962,-1267.404464,-333.2168388
2426.7997,-1261.697394,285.0664836
-1996.8887,-1260.917694,-39.57383816
-893.451928,-1256.280058,-350.8063121
2044.780889,-1255.99063,-36.85990458
-318.9373051,-1254.900579,55.85278016
-5887.315185,-1252.461468,-106.1140133
1808.836265,-1252.030598,-23.03792506
1295.436009,-1250.551142,-39.60286634
-39.48411725,-1249.458937,99.04226133
-2550.74556,-1245.184107,-55.98775441
-910.4282556,-1244.398114,80.80671644
2727.008374,-1242.769315,137.658125
-2345.21829,-1242.253281,21.77064386
644.8925915,-1242.000942,-39.33454444
2170.311328,-1241.440377,-59.79573961
1467.827552,-1241.288981,-212.2261577
-685.7889341,-1237.705391,-1.975712071
395.9511182,-1237.69489,36.52493413
1969.035804,-1235.173831,53.55941654
-1293.549181,-1234.41584,-621.6084371
1669.476692,-1233.094618,436.9968419
3809.988774,-1230.592844,40.53143804
-236.136602,-1219.36179,49.45027578
-531.4253192,-1218.122633,2.319541398
2520.926067,-1217.577847,49.35535504
2520.72735,-1217.481869,60.59310127
278.5146906,-1217.035051,-61.28011701
2410.393596,-1214.93839,-62.669145
2309.257677,-1213.415843,-42.80158163
26.88463737,-1212.696044,-3.81074562
-153.2664328,-1211.52818,-108.5581408
-1811.361734,-1209.398854,2.660928316
304.176667,-1209.191493,-88.50135242
251.2860975,-1208.1045,-269.2727489
-1307.524277,-1204.437746,-90.05543334
-3435.511868,-1201.753022,51.45757358
-1076.998584,-1199.913158,-72.65304608
-1908.928612,-1197.004437,-321.4777323
1207.785912,-1196.038516,27.29577653
-523.9780312,-1194.788264,59.69946958
-784.5421235,-1194.351238,7.731596331
114.5775874,-1194.30331,22.61812766
-2297.006076,-1192.690079,64.61009307
-1228.738139,-1186.164252,-132.612038
-1849.435736,-1180.945086,-434.8852315
-235.9190165,-1178.518233,-15.52392304
-1705.276496,-1177.270203,-86.85010583
3823.344137,-1176.214239,80.99798943
-1139.560995,-1171.018165,8.555564901
-799.8299523,-1169.435237,863.1189216
-1560.521094,-1164.872191,-203.9869918
142.1396841,-1164.354379,-2.047270173
1391.175305,-1159.906515,-596.5711577
-5705.492989,-1159.75869,-429.5969425
1548.177699,-1159.02797,12.48914026
1808.242957,-1157.309166,162.1786123
1854.234651,-1156.855237,45.78012987
4265.863525,-1154.213871,261.7780146
1108.087314,-1152.680456,58.90899817
-1710.86383,-1151.387336,-167.3713157
-2746.385076,-1146.585582,-552.6658311
1750.109332,-1144.803255,106.6716179
-1710.910701,-1141.898649,10.05235835
-1516.823082,-1140.93422,-60.97411477
1841.359865,-1140.801828,-401.4648627
-1159.449617,-1140.581926,-157.1796978
376.7798368,-1139.276979,-9.215247873
-2677.72063,-1138.280012,-47.23177151
-1287.437238,-1137.827062,-98.46793819
-539.0116328,-1137.204152,-36.25158603
-1644.225422,-1135.122428,4.882030126
2226.270846,-1134.831131,104.2948844
-4963.529831,-1134.065192,-520.7607493
153.0709039,-1133.626906,13.97624896
1386.582597,-1125.640118,-10.9099853
2809.696117,-1124.936098,637.7895454
259.0445809,-1120.261127,-20.27094939
-1283.863965,-1119.98592,88.09573925
-1438.989095,-1118.207036,197.008649
1657.975727,-1117.897774,37.69687943
-2735.221537,-1116.223233,68.07229069
-928.882155,-1114.087988,412.3710668
-1411.915999,-1111.467411,-18.5041773
-1901.836065,-1110.007842,92.29394082
2243.798447,-1104.572191,-17.02363553
686.7902849,-1103.374734,-29.7203676
122.6117072,-1101.786878,55.96467918
-2564.663731,-1101.336294,164.8463402
1019.231055,-1100.284147,23.29920852
1658.852691,-1100.053662,195.1657995
16.70200011,-1099.862722,-4.799640213
-2679.568504,-1098.971134,-127.9690547
-1897.286028,-1097.165385,-359.6871496
-1976.677623,-1092.985878,-121.537836
-699.4213893,-1091.974416,-56.6179648
792.895198,-1089.326272,84.76720136
155.9139478,-1088.696915,-20.73328369
2965.535549,-1087.580091,625.4346109
2009.198742,-1086.369707,-278.4282187
-771.4024623,-1083.465087,-145.8960134
2470.955869,-1082.102952,115.8891558
-1822.238877,-1081.966268,86.22917858
-4365.708617,-1077.169713,-1144.505868
-509.7247514,-1076.38547,7.483224463
-1571.063345,-1076.132329,-52.19364775
-1992.499745,-1075.094527,463.5056901
1409.633121,-1073.463915,-311.465385
-2128.056669,-1071.697473,-39.0939705
-2686.102458,-1071.646217,-9.590217597
-71.63045197,-1069.975928,-206.1179082
-1328.143519,-1069.76442,45.55082106
-1540.824193,-1066.519438,230.0893203
3025.645719,-1066.091654,-13.43759968
2154.891055,-1056.603119,-5.864300451
2724.999399,-1056.410492,140.8940971
-1802.191371,-1049.742776,99.45031612
-532.7247647,-1045.53122,-36.67143005
-2664.446417,-1039.360008,-7.487453938
-2370.318552,-1039.017191,-215.5046169
-605.398393,-1037.677555,-39.01382183
-2042.047455,-1037.334571,51.57692841
-2203.990076,-1035.240238,69.29209187
-1519.552926,-1030.362546,-14.41976203
-1555.905345,-1027.879791,-477.7517055
2604.371239,-1027.464675,39.58274891
309.0862489,-1025.683669,249.8773739
-585.2400922,-1023.95779,37.4763879
8638.010471,-1023.904681,162.4632563
-1633.227546,-1023.330436,-172.0104644
-1146.938339,-1022.962542,-21.1916399
-972.8468236,-1021.589805,-29.05732877
1533.102292,-1018.976464,-23.77665749
2172.975718,-1018.82131,13.40405897
-1371.722515,-1017.617103,-9.837319407
3403.355136,-1016.524895,-23.55758341
-2012.84059,-1016.318036,-24.40097206
-629.8900372,-1014.721909,-40.03734011
-828.137787,-1012.507546,-71.52814594
