wavelength, flux, error 
406.9,0.973,0.049
407,0.989,0.049
407.1,0.915,0.046
407.2,0.897,0.045
407.3,0.981,0.049
407.4,0.945,0.047
407.5,0.932,0.047
407.6,0.909,0.045
407.7,0.896,0.045
407.8,0.849,0.042
407.9,0.887,0.044
408,0.909,0.045
408.1,0.893,0.045
408.2,0.867,0.043
408.3,0.868,0.043
408.4,0.815,0.041
408.5,0.834,0.042
408.6,0.794,0.04
408.7,0.823,0.041
408.8,0.764,0.038
408.9,0.744,0.037
409,0.712,0.036
409.1,0.7,0.035
409.2,0.699,0.035
409.3,0.579,0.029
409.4,0.657,0.033
409.5,0.532,0.027
409.6,0.509,0.025
409.7,0.461,0.023
409.8,0.447,0.022
409.9,0.361,0.018
410,0.32,0.016
410.1,0.297,0.015
410.2,0.188,0.009
410.3,0.357,0.018
410.4,0.428,0.021
410.5,0.424,0.021
410.6,0.45,0.023
410.7,0.459,0.023
410.8,0.558,0.028
410.9,0.576,0.029
411,0.622,0.031
411.1,0.559,0.028
411.2,0.673,0.034
411.3,0.7,0.035
411.4,0.72,0.036
411.5,0.729,0.036
411.6,0.789,0.039
411.7,0.803,0.04
411.8,0.866,0.043
411.9,0.846,0.042
412,0.819,0.041
412.1,0.856,0.043
412.2,0.885,0.044
412.3,0.894,0.045
412.4,0.883,0.044
412.5,0.921,0.046
412.6,0.884,0.044
412.7,0.967,0.048
412.8,0.787,0.039
412.9,0.907,0.045
413,0.924,0.046
413.1,0.847,0.042
413.2,0.949,0.047
413.3,0.992,0.05
413.4,0.981,0.049
413.5,0.97,0.048
413.6,0.936,0.047
413.7,0.963,0.048
413.8,0.994,0.05
413.9,0.989,0.049
414,1.005,0.05
414.1,0.991,0.05
414.2,1.007,0.05
414.3,0.95,0.048
414.4,0.95,0.047
414.5,0.953,0.048
414.6,0.928,0.046
414.7,1.013,0.051
414.8,0.933,0.047
414.9,0.964,0.048
415,0.959,0.048
415.1,0.995,0.05
415.2,0.973,0.049
415.3,0.966,0.048
415.4,0.902,0.045
415.5,0.967,0.048
415.6,1.019,0.051
415.7,1.012,0.051
415.8,0.977,0.049
415.9,1.021,0.051
416,1.028,0.051
416.1,0.941,0.047
416.2,1.019,0.051
416.3,0.988,0.049
416.4,1.004,0.05
416.5,0.972,0.049
416.6,0.998,0.05
416.7,0.949,0.047
416.8,1.017,0.051
416.9,0.986,0.049
417,1.041,0.052
417.1,1.017,0.051
417.2,0.946,0.047
417.3,0.964,0.048
417.4,0.938,0.047
417.5,0.988,0.049
417.6,0.994,0.05
417.7,1.015,0.051
417.8,0.991,0.05
417.9,0.945,0.047
418,0.968,0.048
418.1,0.971,0.049
418.2,0.936,0.047
418.3,1.02,0.051
418.4,1.031,0.052
418.5,0.953,0.048
418.6,1.1,0.055
418.7,0.962,0.048
418.8,0.989,0.049
418.9,1.019,0.051
419,1.045,0.052
419.1,0.939,0.047
419.2,1.021,0.051
419.3,1.037,0.052
419.4,1.007,0.05
419.5,0.968,0.048
419.6,0.944,0.047
419.7,1.014,0.051
419.8,0.974,0.049
419.9,0.919,0.046
420,0.954,0.048
420.1,0.947,0.047
420.2,0.955,0.048
420.3,0.996,0.05
420.4,0.991,0.05
420.5,0.956,0.048
420.6,1.016,0.051
420.7,1.015,0.051
420.8,0.964,0.048
420.9,1.016,0.051
421,0.995,0.05
421.1,1.073,0.054
421.2,1.004,0.05
421.3,1.014,0.051
421.4,0.985,0.049
421.5,0.984,0.049
421.6,0.986,0.049
421.7,1.045,0.052
421.8,0.978,0.049
421.9,1.002,0.05
422,0.999,0.05
422.1,0.99,0.049
422.2,1.041,0.052
422.3,0.99,0.049
422.4,0.977,0.049
422.5,0.977,0.049
422.6,1.007,0.05
422.7,0.884,0.044
422.8,0.987,0.049
422.9,1.048,0.052
423,1.028,0.051
423.1,1.045,0.052
423.2,1.024,0.051
423.3,0.945,0.047
423.4,0.968,0.048
423.5,1.051,0.053
423.6,0.976,0.049
423.7,0.968,0.048
423.8,0.954,0.048
423.9,0.945,0.047
424,0.982,0.049
424.1,1.016,0.051
424.2,0.987,0.049
424.3,0.966,0.048
424.4,0.965,0.048
424.5,0.94,0.047
424.6,1.009,0.05
424.7,0.887,0.044
424.8,0.992,0.05
424.9,1.046,0.052
425,0.986,0.049
425.1,0.945,0.047
425.2,1.04,0.052
425.3,0.978,0.049
425.4,1.017,0.051
425.5,0.994,0.05
425.6,1.006,0.05
425.7,1.017,0.051
425.8,0.973,0.049
425.9,0.957,0.048
426,0.933,0.047
426.1,0.96,0.048
426.2,0.964,0.048
426.3,1.014,0.051
426.4,0.991,0.05
426.5,0.97,0.049
426.6,1.057,0.053
426.7,1.002,0.05
426.8,0.982,0.049
426.9,0.926,0.046
427,0.965,0.048
427.1,0.94,0.047
427.2,0.962,0.048
427.3,0.941,0.047
427.4,1.004,0.05
427.5,0.924,0.046
427.6,0.988,0.049
427.7,1.014,0.051
427.8,1.001,0.05
427.9,0.972,0.049
428,0.994,0.05
428.1,1.008,0.05
428.2,0.973,0.049
428.3,1.021,0.051
428.4,1.015,0.051
428.5,0.991,0.05
428.6,0.965,0.048
428.7,0.997,0.05
428.8,0.916,0.046
428.9,0.959,0.048
429,0.933,0.047
429.1,0.975,0.049
429.2,0.937,0.047
429.3,0.952,0.048
429.4,0.892,0.045
429.5,0.953,0.048
429.6,1.028,0.051
429.7,0.985,0.049
429.8,0.939,0.047
429.9,0.902,0.045
430,0.922,0.046
430.1,0.996,0.05
430.2,0.928,0.046
430.3,0.904,0.045
430.4,0.903,0.045
430.5,0.957,0.048
430.6,0.963,0.048
430.7,0.921,0.046
430.8,0.882,0.044
430.9,0.921,0.046
431,0.932,0.047
431.1,0.972,0.049
431.2,0.933,0.047
431.3,0.945,0.047
431.4,0.879,0.044
431.5,0.874,0.044
431.6,0.956,0.048
431.7,0.929,0.046
431.8,0.885,0.044
431.9,0.908,0.045
432,0.89,0.045
432.1,0.791,0.04
432.2,0.827,0.041
432.3,0.798,0.04
432.4,0.8,0.04
432.5,0.762,0.038
432.6,0.723,0.036
432.7,0.709,0.035
432.8,0.785,0.039
432.9,0.726,0.036
433,0.729,0.036
433.1,0.645,0.032
433.2,0.667,0.033
433.3,0.599,0.03
433.4,0.528,0.026
433.5,0.519,0.026
433.6,0.48,0.024
433.7,0.405,0.02
433.8,0.395,0.02
433.9,0.348,0.017
434,0.265,0.013
434.1,0.314,0.016
434.2,0.368,0.018
434.3,0.353,0.018
434.4,0.408,0.02
434.5,0.471,0.024
434.6,0.54,0.027
434.7,0.554,0.028
434.8,0.566,0.028
434.9,0.6,0.03
435,0.659,0.033
435.1,0.659,0.033
435.2,0.681,0.034
435.3,0.742,0.037
435.4,0.81,0.04
435.5,0.759,0.038
435.6,0.774,0.039
435.7,0.873,0.044
435.8,0.849,0.042
435.9,0.882,0.044
436,0.846,0.042
436.1,0.84,0.042
436.2,0.917,0.046
436.3,0.832,0.042
436.4,0.874,0.044
436.5,0.863,0.043
436.6,0.893,0.045
436.7,0.914,0.046
436.8,0.922,0.046
436.9,0.95,0.048
437,0.896,0.045
437.1,0.956,0.048
437.2,0.948,0.047
437.3,0.982,0.049
437.4,0.945,0.047
437.5,0.91,0.045
437.6,0.932,0.047
437.7,0.954,0.048
437.8,0.968,0.048
437.9,0.956,0.048
438,0.946,0.047
438.1,0.968,0.048
438.2,0.992,0.05
438.3,0.97,0.048
438.4,0.879,0.044
438.5,0.84,0.042
438.6,1.021,0.051
438.7,0.922,0.046
438.8,0.976,0.049
438.9,0.992,0.05
439,0.951,0.048
439.1,0.917,0.046
439.2,1.021,0.051
439.3,1.03,0.052
439.4,0.971,0.049
439.5,0.9,0.045
439.6,1,0.05
439.7,0.972,0.049
439.8,0.996,0.05
439.9,1.013,0.051
440,0.897,0.045
440.1,0.963,0.048
440.2,0.969,0.048
440.3,0.947,0.047
440.4,0.937,0.047
440.5,0.935,0.047
440.6,1.049,0.052
440.7,1.046,0.052
440.8,1.03,0.051
440.9,0.957,0.048
441,0.989,0.049
441.1,0.904,0.045
441.2,0.938,0.047
441.3,0.962,0.048
441.4,1.036,0.052
441.5,0.953,0.048
441.6,0.935,0.047
441.7,0.906,0.045
441.8,0.958,0.048
441.9,1.014,0.051
442,1.051,0.053
442.1,0.965,0.048
442.2,0.945,0.047
442.3,1.018,0.051
442.4,1.015,0.051
442.5,1.015,0.051
442.6,0.979,0.049
442.7,0.944,0.047
442.8,0.971,0.049
442.9,0.979,0.049
443,1.032,0.052
443.1,0.986,0.049
443.2,1.037,0.052
443.3,0.949,0.047
443.4,0.967,0.048
443.5,1.007,0.05
443.6,0.939,0.047
443.7,0.943,0.047
443.8,0.911,0.046
443.9,0.976,0.049
444,1.005,0.05
444.1,1.034,0.052
444.2,1.044,0.052
444.3,0.975,0.049
444.4,0.936,0.047
444.5,0.996,0.05
444.6,1.043,0.052
444.7,0.989,0.049
444.8,0.962,0.048
444.9,1.032,0.052
445,0.919,0.046
445.1,0.992,0.05
445.2,1.016,0.051
445.3,1.026,0.051
445.4,0.995,0.05
445.5,0.975,0.049
445.6,0.98,0.049
445.7,0.97,0.048
445.8,0.953,0.048
445.9,0.996,0.05
446,1.001,0.05
446.1,1.015,0.051
446.2,0.941,0.047
446.3,1.021,0.051
446.4,0.974,0.049
446.5,1,0.05
446.6,0.988,0.049
446.7,1.031,0.052
446.8,0.973,0.049
446.9,0.962,0.048
447,1.011,0.051
447.1,1.001,0.05
447.2,0.965,0.048
447.3,0.982,0.049
447.4,1.003,0.05
447.5,1.001,0.05
447.6,0.971,0.049
447.7,0.973,0.049
447.8,0.911,0.046
447.9,0.952,0.048
448,0.989,0.049
448.1,0.713,0.036
448.2,0.992,0.05
448.3,1.018,0.051
448.4,0.965,0.048
448.5,1.03,0.052
448.6,0.993,0.05
448.7,1.074,0.054
448.8,0.922,0.046
448.9,1.025,0.051
449,0.989,0.049
449.1,0.992,0.05
449.2,0.999,0.05
449.3,1.084,0.054
449.4,1,0.05
449.5,0.994,0.05
449.6,0.999,0.05
449.7,1.016,0.051
449.8,1.005,0.05
449.9,0.99,0.049
450,0.972,0.049
450.1,0.941,0.047
450.2,1.003,0.05
450.3,1.035,0.052
450.4,0.995,0.05
450.5,1.029,0.051
450.6,1.032,0.052
450.7,1.003,0.05
450.8,0.944,0.047
450.9,0.985,0.049
451,0.944,0.047
451.1,0.961,0.048
451.2,0.96,0.048
451.3,0.979,0.049
451.4,0.977,0.049
451.5,0.968,0.048
451.6,0.981,0.049
451.7,0.996,0.05
451.8,0.974,0.049
451.9,1.054,0.053
452,0.99,0.05
452.1,1.017,0.051
452.2,0.978,0.049
452.3,0.962,0.048
452.4,0.983,0.049
452.5,1.034,0.052
452.6,0.953,0.048
452.7,0.982,0.049
452.8,1.01,0.051
452.9,0.957,0.048
453,0.962,0.048
453.1,0.979,0.049
453.2,0.99,0.049
453.3,1.016,0.051
453.4,0.903,0.045
453.5,0.965,0.048
453.6,1.008,0.05
453.7,1.02,0.051
453.8,1.03,0.051
453.9,0.984,0.049
454,0.991,0.05
454.1,1.007,0.05
454.2,0.977,0.049
454.3,0.994,0.05
454.4,0.983,0.049
454.5,0.927,0.046
454.6,1.012,0.051
454.7,0.986,0.049
454.8,1.004,0.05
454.9,0.946,0.047
455,0.881,0.044
455.1,0.987,0.049
455.2,0.967,0.048
455.3,1.027,0.051
455.4,0.989,0.049
455.5,0.985,0.049
455.6,1.023,0.051
455.7,1.017,0.051
455.8,1.025,0.051
455.9,0.928,0.046
456,0.956,0.048
456.1,0.936,0.047
456.2,0.975,0.049
456.3,0.957,0.048
456.4,0.961,0.048
456.5,0.927,0.046
456.6,1.021,0.051
456.7,1.014,0.051
456.8,1.027,0.051
456.9,0.983,0.049
457,1.01,0.05
457.1,1.012,0.051
457.2,0.98,0.049
457.3,0.996,0.05
457.4,1.022,0.051
457.5,1.054,0.053
457.6,0.959,0.048
457.7,0.998,0.05
457.8,1.027,0.051
457.9,0.996,0.05
458,0.942,0.047
458.1,0.996,0.05
458.2,0.927,0.046
458.3,0.957,0.048
458.4,0.971,0.049
458.5,0.944,0.047
458.6,1.005,0.05
458.7,0.987,0.049
458.8,0.927,0.046
458.9,0.983,0.049
459,0.927,0.046
459.1,1.019,0.051
459.2,0.989,0.049
459.3,1.01,0.05
459.4,0.952,0.048
459.5,1.023,0.051
459.6,0.955,0.048
459.7,0.984,0.049
459.8,0.955,0.048
459.9,1.036,0.052
460,1.006,0.05
460.1,1.069,0.053
460.2,1.008,0.05
460.3,1,0.05
460.4,1.013,0.051
460.5,1.027,0.051
460.6,1.019,0.051
460.7,1.013,0.051
460.8,0.989,0.049
460.9,0.935,0.047
461,1.019,0.051
461.1,1.037,0.052
461.2,0.95,0.048
461.3,1.001,0.05
461.4,0.96,0.048
461.5,1.022,0.051
461.6,0.967,0.048
461.7,0.961,0.048
461.8,1.025,0.051
461.9,0.914,0.046
462,1.043,0.052
462.1,0.941,0.047
462.2,1.068,0.053
462.3,1.009,0.05
462.4,1.047,0.052
462.5,0.987,0.049
462.6,0.989,0.049
462.7,1.036,0.052
462.8,1.033,0.052
462.9,0.932,0.047
463,1.01,0.051
463.1,1.012,0.051
463.2,1.005,0.05
463.3,1.023,0.051
463.4,0.909,0.045
463.5,0.99,0.049
463.6,0.946,0.047
463.7,0.997,0.05
463.8,0.944,0.047
463.9,0.997,0.05
464,0.943,0.047
464.1,1.003,0.05
464.2,1.023,0.051
464.3,1.008,0.05
464.4,1.049,0.052
464.5,0.98,0.049
464.6,1.007,0.05
464.7,1.035,0.052
464.8,0.964,0.048
464.9,0.985,0.049
465,0.962,0.048
465.1,1.014,0.051
465.2,0.985,0.049
465.3,0.947,0.047
465.4,1.01,0.051
465.5,0.954,0.048
465.6,1.03,0.052
465.7,0.955,0.048
465.8,0.98,0.049
465.9,1.003,0.05
466,1.013,0.051
466.1,0.961,0.048
466.2,0.987,0.049
466.3,0.958,0.048
466.4,0.998,0.05
466.5,0.983,0.049
466.6,0.986,0.049
466.7,0.945,0.047
466.8,0.989,0.049
466.9,1.004,0.05
467,0.968,0.048
467.1,0.976,0.049
467.2,0.997,0.05
467.3,1.022,0.051
467.4,1.004,0.05
467.5,1.014,0.051
467.6,0.988,0.049
467.7,0.996,0.05
467.8,1.026,0.051
467.9,1.005,0.05
468,0.964,0.048
468.1,0.947,0.047
468.2,1.011,0.051
468.3,0.972,0.049
468.4,1.022,0.051
468.5,0.973,0.049
468.6,1.013,0.051
468.7,1,0.05
468.8,0.967,0.048
468.9,0.991,0.05
469,1.013,0.051
469.1,1.009,0.05
469.2,0.947,0.047
469.3,1.004,0.05
469.4,0.988,0.049
469.5,0.986,0.049
469.6,1.028,0.051
469.7,1.036,0.052
469.8,0.997,0.05
469.9,0.963,0.048
470,0.973,0.049
470.1,1.043,0.052
470.2,0.974,0.049
470.3,0.972,0.049
470.4,0.991,0.05
470.5,1.016,0.051
470.6,1.061,0.053
470.7,0.949,0.047
470.8,0.934,0.047
470.9,1.028,0.051
471,0.999,0.05
471.1,0.985,0.049
471.2,1.026,0.051
471.3,1.001,0.05
471.4,0.966,0.048
471.5,1.006,0.05
471.6,1.032,0.052
471.7,0.974,0.049
471.8,1.04,0.052
471.9,1,0.05
472,1.029,0.051
472.1,0.993,0.05
472.2,1.019,0.051
472.3,0.987,0.049
472.4,0.992,0.05
472.5,1.035,0.052
472.6,0.971,0.049
472.7,0.965,0.048
472.8,0.996,0.05
472.9,0.976,0.049
473,1.024,0.051
473.1,0.927,0.046
473.2,0.995,0.05
473.3,0.963,0.048
473.4,1.014,0.051
473.5,0.967,0.048
473.6,1.033,0.052
473.7,0.993,0.05
473.8,1.011,0.051
473.9,1.03,0.051
474,0.959,0.048
474.1,1.007,0.05
474.2,1.01,0.051
474.3,1.029,0.051
474.4,0.983,0.049
474.5,0.968,0.048
474.6,1.011,0.051
474.7,1.02,0.051
474.8,0.964,0.048
474.9,1.057,0.053
475,1.024,0.051
475.1,1.038,0.052
475.2,0.991,0.05
475.3,0.973,0.049
475.4,1.03,0.052
475.5,1.05,0.052
475.6,1.059,0.053
475.7,0.999,0.05
475.8,1.053,0.053
475.9,0.977,0.049
476,1.062,0.053
476.1,1.017,0.051
476.2,0.985,0.049
476.3,0.991,0.05
476.4,0.99,0.049
476.5,1.049,0.052
476.6,0.99,0.049
476.7,1.013,0.051
476.8,0.99,0.049
476.9,1.03,0.052
477,0.97,0.049
477.1,0.998,0.05
477.2,1.013,0.051
477.3,0.996,0.05
477.4,1.037,0.052
477.5,1.011,0.051
477.6,1.001,0.05
477.7,1.034,0.052
477.8,1.011,0.051
477.9,1.045,0.052
478,1.018,0.051
478.1,1.033,0.052
478.2,0.996,0.05
478.3,1.057,0.053
478.4,1.011,0.051
478.5,1.022,0.051
478.6,1.065,0.053
478.7,1,0.05
478.8,1.053,0.053
478.9,1.01,0.05
479,1.028,0.051
479.1,1.007,0.05
479.2,0.948,0.047
479.3,0.956,0.048
479.4,1.007,0.05
479.5,1.069,0.053
479.6,1.048,0.052
479.7,1.014,0.051
479.8,1.003,0.05
479.9,1.015,0.051
480,0.986,0.049
480.1,1.018,0.051
480.2,0.991,0.05
480.3,1.054,0.053
480.4,1.027,0.051
480.5,0.984,0.049
480.6,1.045,0.052
480.7,1.043,0.052
480.8,1.014,0.051
480.9,0.994,0.05
481,1.106,0.055
481.1,0.96,0.048
481.2,1,0.05
481.3,1.037,0.052
481.4,1.008,0.05
481.5,0.975,0.049
481.6,0.984,0.049
481.7,0.935,0.047
481.8,0.983,0.049
481.9,0.997,0.05
482,0.978,0.049
482.1,1.043,0.052
482.2,1.039,0.052
482.3,0.983,0.049
482.4,0.968,0.048
482.5,0.991,0.05
482.6,1.002,0.05
482.7,0.978,0.049
482.8,0.967,0.048
482.9,0.976,0.049
483,0.984,0.049
483.1,0.942,0.047
483.2,0.96,0.048
483.3,0.98,0.049
483.4,0.979,0.049
483.5,0.954,0.048
483.6,0.928,0.046
483.7,0.896,0.045
483.8,0.924,0.046
483.9,0.893,0.045
484,0.86,0.043
484.1,0.868,0.043
484.2,0.906,0.045
484.3,0.824,0.041
484.4,0.831,0.042
484.5,0.826,0.041
484.6,0.804,0.04
484.7,0.818,0.041
484.8,0.763,0.038
484.9,0.705,0.035
485,0.788,0.039
485.1,0.759,0.038
485.2,0.636,0.032
485.3,0.656,0.033
485.4,0.647,0.032
485.5,0.62,0.031
485.6,0.575,0.029
485.7,0.498,0.025
485.8,0.52,0.026
485.9,0.429,0.021
486,0.468,0.023
486.1,0.281,0.014
486.2,0.336,0.017
486.3,0.388,0.019
486.4,0.508,0.025
486.5,0.503,0.025
486.6,0.613,0.031
486.7,0.577,0.029
486.8,0.632,0.032
486.9,0.67,0.034
487,0.696,0.035
487.1,0.672,0.034
487.2,0.718,0.036
487.3,0.749,0.037
487.4,0.721,0.036
487.5,0.793,0.04
487.6,0.787,0.039
487.7,0.811,0.041
487.8,0.821,0.041
487.9,0.807,0.04
488,0.872,0.044
488.1,0.899,0.045
488.2,0.927,0.046
488.3,0.886,0.044
488.4,0.923,0.046
488.5,0.973,0.049
488.6,0.933,0.047
488.7,0.923,0.046
488.8,0.946,0.047
488.9,0.914,0.046
489,1.029,0.051
489.1,0.871,0.044
489.2,0.969,0.048
489.3,0.909,0.045
489.4,0.992,0.05
489.5,0.97,0.049
489.6,1.001,0.05
489.7,1.006,0.05
489.8,0.968,0.048
489.9,0.958,0.048
490,1.002,0.05
490.1,1.015,0.051
490.2,0.982,0.049
490.3,0.996,0.05
490.4,0.989,0.049
490.5,0.922,0.046
490.6,1.001,0.05
490.7,0.973,0.049
490.8,0.963,0.048
490.9,1.028,0.051
491,0.989,0.049
491.1,0.929,0.046
491.2,0.989,0.049
491.3,0.992,0.05
491.4,1.002,0.05
491.5,0.985,0.049
491.6,1.014,0.051
491.7,0.971,0.049
491.8,0.982,0.049
491.9,0.96,0.048
492,0.966,0.048
492.1,0.99,0.049
492.2,0.992,0.05
492.3,0.991,0.05
492.4,0.977,0.049
492.5,1.01,0.051
492.6,1.004,0.05
492.7,1.031,0.052
492.8,0.983,0.049
492.9,1.013,0.051
493,0.993,0.05
493.1,0.987,0.049
493.2,0.992,0.05
493.3,1.027,0.051
493.4,0.994,0.05
493.5,0.999,0.05
493.6,0.972,0.049
493.7,1.021,0.051
493.8,0.996,0.05
493.9,0.991,0.05
494,0.915,0.046
494.1,0.957,0.048
494.2,1.036,0.052
494.3,0.995,0.05
494.4,1.009,0.05
494.5,1.019,0.051
494.6,0.958,0.048
494.7,1.013,0.051
494.8,1,0.05
494.9,1.068,0.053
495,0.98,0.049
495.1,0.968,0.048
495.2,0.991,0.05
495.3,1.021,0.051
495.4,1.002,0.05
495.5,0.943,0.047
495.6,1.031,0.052
495.7,0.959,0.048
495.8,0.933,0.047
495.9,1.019,0.051
496,0.955,0.048
496.1,1.009,0.05
496.2,0.989,0.049
496.3,0.93,0.046
496.4,1.027,0.051
496.5,0.963,0.048
496.6,0.945,0.047
496.7,0.97,0.048
496.8,0.964,0.048
496.9,1.052,0.053
497,0.971,0.049
497.1,1.064,0.053
497.2,0.983,0.049
497.3,1.01,0.051
497.4,0.969,0.048
497.5,0.997,0.05
497.6,1.008,0.05
497.7,1.022,0.051
497.8,1,0.05
497.9,0.966,0.048
498,0.985,0.049
498.1,1.013,0.051
498.2,0.97,0.049
498.3,0.965,0.048
498.4,0.936,0.047
498.5,1.006,0.05
